,GSM3690854_NG03_htseq,GSM3690874_NG09_htseq,GSM3690872_NG13_htseq,GSM3690862_NG04_htseq,GSM3690870_NG11_htseq,GSM3690873_NG14_htseq,GSM3690871_NG12_htseq,GSM3690860_NG06_htseq,GSM3690853_NG01_htseq,GSM3690861_NG07_htseq,GSM3690859_NG05_htseq,GSM3690869_NG10_htseq
Bambi,0,9,493,0,479,368,0,0,7,428,17,770
Bambi-ps1,52,29,33,27,18,60,9,37,73,6,17,30
Banf1,226,477,708,205,1490,952,14,615,672,3034,2445,569
Banf2,0,0,0,0,0,0,0,0,0,0,0,0
Bank1,0,0,48,0,0,0,0,0,0,403,0,0
Banp,166,1888,1527,501,331,1596,249,135,664,2132,629,337
Bap1,82,113,768,3900,3272,1748,217,292,1161,1096,1606,2769
Bard1,45,21,29,34,17,25,4,21,28,15,4,33
Barhl1,0,0,0,0,0,0,0,0,0,0,0,0
Barhl2,2,3,4,2,3,2,1,2,3,3,3,6
Barx1,0,0,0,0,0,0,0,0,0,0,0,0
Barx2,0,0,0,0,0,0,0,0,0,0,0,0
Basp1,1302,1585,196,1024,569,699,432,796,722,1550,862,121
Batf,0,0,0,0,0,0,0,0,0,0,0,0
Batf2,0,0,0,0,0,0,0,0,0,0,0,0
Batf3,0,0,0,0,0,0,0,0,126,0,0,0
Bax,36,309,648,1739,959,575,153,603,625,2723,992,527
Baz1a,2,0,1,0,1,0,0,0,0,172,0,0
Baz1b,878,980,1537,1201,2431,1834,1399,1792,1057,1664,1307,1611
Baz2a,338,2535,154,521,377,805,140,386,599,943,63,350
Baz2b,557,148,553,66,184,696,16,55,194,1195,8,669
Bbc3,9,98,0,0,0,16,0,33,37,30,98,20
Bbip1,146,71,341,422,373,219,23,151,188,2179,801,426
Bbox1,0,0,0,0,0,0,0,0,0,0,0,0
Bbs1,37,18,220,164,164,417,93,593,86,360,489,219
Bbs10,80,0,0,0,0,0,0,0,105,0,0,32
Bbs12,1,0,28,0,0,58,0,0,273,0,0,0
Bbs2,1,0,98,0,267,93,67,4,43,629,235,158
Bbs4,14,9,1407,785,1179,725,756,293,952,2321,598,889
Bbs5,68,1,200,729,392,183,1,89,375,673,11,1071
Bbs7,0,1811,94,2481,13,10,0,0,145,430,21,121
Bbs9,0,39,312,357,1125,45,1,7,115,82,0,102
Bbx,9,205,160,329,27,202,24,178,200,2467,245,1599
Bc1,1669,945,44,1046,275,183,320,871,943,2908,1585,97
Bcam,0,0,86,0,0,0,0,0,0,0,0,0
Bcan,0,977,6,1,325,6,336,43,247,640,0,805
Bcap29,44,1416,880,789,1591,409,14,14,576,912,189,614
Bcap31,0,0,358,883,1252,339,79,139,362,469,3,755
Bcar1,92,176,457,330,744,250,35,233,568,1505,1406,1248
Bcar3,0,2099,0,0,0,0,0,0,0,0,0,0
Bcas1,7,111,0,0,7,0,0,0,3,458,34,526
Bcas2,89,349,832,249,1482,563,86,990,700,1210,137,1106
Bcas3,33,2,248,426,1090,710,173,249,537,1506,1034,531
Bcat1,16,0,0,145,510,29,2,4,145,1127,21,4639
Bcat2,68,63,89,458,55,53,1,158,156,343,9,336
Bccip,38,784,585,1397,2269,788,53,631,526,2192,906,868
Bcdin3d,0,0,147,0,237,0,2,58,0,0,0,87
Bche,0,0,0,0,0,49,0,0,238,0,54,0
Bckdha,23,0,200,12,204,236,0,79,226,739,47,383
Bckdhb,5,229,125,0,454,91,3,9,1,633,19,1216
Bckdk,165,65,339,112,632,1321,59,1294,474,1631,1933,844
Bcl10,22,1,5,10,0,305,0,3,17,211,498,186
Bcl11a,212,349,384,1166,1660,846,248,133,679,2188,714,595
Bcl11b,1429,2390,2705,3291,3099,2212,455,2247,2668,5093,3907,1831
Bcl2,1,3,10,75,0,20,4,55,249,498,1,100
Bcl2a1a,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2a1b,0,0,1,0,16,0,0,65,0,0,0,0
Bcl2a1c,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2a1d,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l1,168,1,784,1,1802,1544,142,675,818,3325,2344,990
Bcl2l10,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l11,152,2,21,7,6,14,1,17,15,4,1,8
Bcl2l12,0,0,1,0,5,0,0,5,0,0,0,0
Bcl2l13,44,0,537,682,34,227,198,5,83,1319,8,1458
Bcl2l14,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l15,5,0,0,0,0,67,0,2,29,0,555,1
Bcl2l2,351,0,305,550,102,204,2,246,94,3,344,822
Bcl3,0,0,0,0,0,0,0,0,0,0,0,0
Bcl6,131,823,526,1161,639,280,257,523,298,1926,668,450
Bcl6b,0,0,0,0,0,0,0,0,0,0,0,0
Bcl7a,370,70,487,51,1546,701,49,513,424,732,359,486
Bcl7b,208,1780,160,8,749,982,1,347,151,1204,1133,1553
Bcl7c,0,0,7,0,0,0,0,0,0,0,130,0
Bcl9,119,877,512,0,875,271,22,1,336,352,785,1258
Bcl9l,60,783,296,18,164,56,4,27,215,87,288,158
Bclaf1,1541,1399,1396,2957,2311,1838,1380,1041,1708,771,3787,2283
Bcmo1,27,63,17,27,14,14,74,20,17,11,8,29
Bco2,0,0,0,1,0,0,0,0,0,0,0,0
Bcor,24,0,53,0,0,1,0,0,0,13,50,0
Bcorl1,131,0,110,1,148,115,361,0,105,177,275,356
Bcr,210,508,374,110,235,539,57,1489,757,1080,260,633
Bcs1l,0,62,206,0,0,9,24,40,282,265,458,565
Bdh1,153,19,303,771,1045,326,2,491,493,195,1127,253
Bdh2,0,0,0,0,0,0,0,0,0,0,0,0
Bdkrb1,0,0,0,0,0,0,0,0,0,0,0,0
Bdkrb2,0,0,0,0,0,0,0,0,0,0,0,0
Bdnf,305,1926,736,786,1462,2390,74,1325,1438,1568,1435,1343
Bdp1,153,270,796,225,189,873,247,258,272,440,334,518
Bean1,0,0,0,0,0,0,0,0,0,0,0,80
Becn1,41,387,1467,906,2948,1111,4,1897,993,4126,742,1224
Begain,339,77,37,866,124,150,67,8,278,748,414,121
Bend3,2,0,42,0,257,4,4,365,4,0,0,0
Bend4,64,13,30,11,195,187,36,21,444,397,10,531
Bend5,0,2,25,0,0,41,0,0,0,326,0,16
Bend6,505,233,377,5,308,48,3,873,443,1007,278,676
Bend7,0,0,0,0,0,4,0,27,0,0,0,0
Best1,0,0,0,0,2,0,0,0,0,0,0,0
Best2,0,0,0,2,0,0,0,0,0,0,0,0
Best3,0,1,526,164,0,253,278,758,21,256,0,1
Bet1,0,0,6,385,154,122,84,16,170,18,0,0
Bet1l,472,0,568,1106,369,665,4,699,373,813,515,991
Bet3l,0,0,0,0,0,0,0,0,0,0,0,0
Beta-s,0,0,0,0,0,0,0,0,0,25,13,2
Bex1,58,408,271,1060,670,800,15,691,497,1616,852,444
Bex2,1493,3424,3882,10047,8761,7066,1036,6600,4284,18003,13072,5614
Bex4,8,615,97,559,539,86,0,144,132,517,242,99
Bex6,0,0,0,0,0,0,0,0,0,0,0,0
Bfar,140,74,688,893,818,300,302,443,508,170,88,590
Bfsp1,0,0,0,0,0,0,0,0,0,0,0,0
Bfsp2,0,0,0,0,0,0,0,0,0,0,0,0
Bglap,0,0,0,0,0,0,0,0,0,0,0,0
Bglap2,0,0,0,0,0,0,0,0,0,0,0,0
Bglap3,12,1,0,0,2,0,1,2,0,0,0,0
Bgn,4,0,65,5,0,2,0,4,1,0,1,2
Bhlha15,5,7,8,11,5,5,6,14,6,3,2,1
Bhlha9,8,3,0,0,86,0,29,0,0,0,0,19
Bhlhb9,110,50,494,370,1481,873,20,358,505,1099,543,2333
Bhlhe22,461,42,135,392,182,260,167,479,771,679,840,165
Bhlhe23,0,0,0,0,0,0,0,0,0,0,0,0
Bhlhe40,149,1,919,398,2416,955,58,442,364,923,1198,414
Bhlhe41,9119,332,897,960,1794,1019,885,1580,3559,1044,558,1450
Bhmt,0,0,0,0,0,0,0,0,0,0,0,0
Bhmt2,0,0,0,0,0,0,0,0,59,0,0,0
Bicc1,0,0,0,0,0,0,0,0,5,0,0,0
Bicd1,288,4,510,319,124,740,55,791,241,438,2356,1074
Bicd2,162,0,551,1,630,135,97,40,306,135,110,1174
Bid,2,3,14,0,126,0,0,0,124,9,0,819
Bik,0,0,0,0,0,0,0,0,0,0,0,0
Bin1,952,5621,1759,1905,4408,1404,1127,3464,2300,3639,1981,2443
Bin2,7,2,16,12,2,11,2,85,217,7,8,199
Bin3,29,30,315,0,0,220,0,290,108,21,0,126
Birc2,11,0,498,0,1112,539,7,283,22,1390,556,1213
Birc3,0,0,0,0,0,0,0,0,0,0,0,0
Birc5,44,31,23,63,14,47,20,34,52,37,23,71
Birc6,380,434,1697,366,2608,2736,196,1226,1152,1816,3496,2930
Birc7,0,0,0,0,0,0,0,0,0,0,0,0
Bivm,0,0,12,50,0,3,1,0,189,64,955,300
Blcap,373,1,794,676,1381,611,624,324,727,2214,371,2938
Blk,0,0,0,0,0,0,0,0,0,0,0,0
Blm,19,0,0,0,0,0,0,0,0,0,105,46
Blmh,62,831,928,1449,1394,349,207,1210,1050,1891,296,2217
Blnk,0,0,0,0,1,0,43,0,0,1,0,0
Bloc1s1,22,943,257,678,414,262,4,298,439,1080,1098,195
Bloc1s2a,165,698,330,1031,492,164,21,362,393,760,202,412
Bloc1s3,95,43,63,101,184,57,40,114,195,34,37,207
Bloc1s4,0,0,175,416,68,131,0,194,119,718,363,265
Bloc1s5,126,15,434,0,434,349,0,1075,115,414,778,680
Bloc1s6,76,85,22,18,314,574,19,26,97,12,22,408
Blvra,2,0,134,1000,299,267,0,10,408,240,772,529
Blvrb,0,1,203,0,2,59,164,154,0,134,29,38
Blzf1,0,19,377,256,70,537,5,0,6,155,0,375
Bmf,0,0,0,0,0,0,0,0,0,0,0,236
Bmi1,172,46,494,231,812,759,61,9,27,472,153,174
Bmp1,423,309,990,890,1170,710,544,1044,631,45,427,1544
Bmp10,0,0,0,0,0,0,0,0,0,0,0,0
Bmp15,0,0,0,0,0,0,0,0,0,0,0,0
Bmp2,0,0,0,0,0,0,0,0,0,0,0,4
Bmp2k,37,0,0,200,1,0,294,0,337,589,0,0
Bmp3,2,0,2,2,4,2,3,21,5,0,2,5
Bmp4,4,1,3,0,0,1,0,4,2,1,2,3
Bmp5,0,0,0,0,0,0,0,0,0,0,0,0
Bmp6,0,0,0,0,0,0,0,0,0,0,0,0
Bmp7,0,0,0,0,0,0,0,0,0,0,0,0
Bmp8a,0,0,0,0,0,0,0,0,0,0,0,0
Bmp8b,27,4,3,10,2,5,5,13,6,0,4,11
Bmper,0,0,66,0,7,0,0,2,0,0,0,36
Bmpr1a,9,145,92,272,805,347,26,201,264,30,678,32
Bmpr1b,1,0,0,0,0,0,0,0,0,0,0,0
Bmpr2,87,97,35,1,165,300,7,5,245,0,0,70
Bms1,454,701,241,172,538,413,132,819,173,795,17,284
Bmx,0,0,2,0,11,0,0,0,0,0,0,0
Bmyc,94,735,304,226,849,447,1,357,290,1116,419,918
Bnc1,0,0,0,0,0,0,0,0,0,0,0,0
Bnc2,1,0,0,0,0,0,0,0,0,0,0,0
Bnip1,74,692,241,99,162,185,7,1,143,321,0,203
Bnip2,22,104,275,0,921,27,1,182,13,393,1,66
Bnip3,36,118,905,8,2021,311,14,164,1388,1421,914,1786
Bnip3l,63,1137,1131,2441,1893,1463,18,996,1868,2245,953,1873
Bnipl,0,0,0,0,0,0,0,0,0,0,0,0
Boc,0,0,0,0,47,181,0,0,191,0,0,180
Bod1,402,46,207,338,0,407,55,61,116,2177,974,472
Bod1l,202,5115,1042,1706,1061,1669,606,2420,978,2736,3099,299
Bok,23,0,41,0,299,124,0,0,0,1766,570,0
Bola1,0,0,76,362,303,251,285,85,175,446,287,134
Bola2,134,442,95,355,144,196,48,182,128,921,754,158
Bola3,64,211,28,292,78,133,21,86,355,434,79,158
Boll,0,0,0,0,0,0,0,0,0,0,2,0
Bop1,436,52,353,1086,2095,444,0,429,524,1990,1054,1397
Bora,0,0,42,0,0,0,0,225,0,0,0,8
Bpgm,21,0,342,0,999,253,651,1044,368,1180,166,860
Bphl,106,37,367,292,829,745,2,70,390,344,5,489
Bpi,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa1,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa2,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa3,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa5,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa6,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb1,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb2,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb3,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb4,0,0,0,0,0,0,0,1,0,0,0,0
Bpifb5,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb6,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb9a,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb9b,0,0,0,0,0,0,0,0,0,0,0,0
Bpifc,6,5,8,3,9,2,0,5,15,0,3,3
Bpnt1,262,86,431,475,1007,895,14,175,754,1138,533,1665
Bptf,928,1146,961,220,453,2235,458,1066,1055,1739,2119,509
Braf,407,400,958,178,1179,768,1161,1524,793,1502,197,1296
Brap,161,1,252,0,540,425,26,17,216,61,994,1638
Brat1,7,0,0,0,0,0,0,0,0,0,0,7
Brca1,0,0,0,0,0,0,0,0,0,0,0,0
Brca2,2,0,345,1,4,168,0,17,42,0,0,273
Brcc3,27,690,769,17,398,307,2,660,534,1472,520,1033
Brd1,57,12,212,1436,266,561,37,213,101,15,896,340
Brd2,207,130,363,407,1577,417,525,642,659,1022,1360,1649
Brd3,375,3056,241,1288,465,1091,99,1165,238,1283,640,198
Brd4,268,87,314,142,146,1121,244,1057,564,1690,773,847
Brd7,44,37,148,848,395,450,8,166,58,224,715,386
Brd8,345,799,478,2082,1128,1082,140,1520,899,948,866,739
Brd9,1236,299,721,2337,1080,1363,824,736,567,958,1167,2672
Brdt,74,240,23,10,9,142,8,129,196,125,110,87
Bre,256,100,389,58,347,655,0,277,509,962,2525,553
Brf1,10,4,289,144,348,56,29,17,465,551,452,603
Brf2,0,0,17,1,223,52,0,500,138,11,134,6
Bri3,123,0,32,198,108,49,218,77,208,330,107,38
Bri3bp,307,810,726,1395,980,1333,114,1189,1237,1751,329,1724
Bricd5,0,0,0,0,0,0,0,0,0,0,0,0
Brip1,107,63,144,79,70,218,66,155,183,92,54,158
Brix1,17,89,131,668,1142,93,54,221,452,59,29,184
Brk1,354,1923,1340,3463,3360,1536,11,1766,1332,7541,5491,2623
Brms1,175,0,266,776,477,134,96,20,445,445,5,630
Brms1l,49,1059,256,1,706,357,12,1311,754,755,1,1920
Brox,294,199,159,0,358,764,4,14,469,209,1034,1367
Brpf1,115,15,567,1367,44,274,131,943,362,64,193,1157
Brpf3,53,133,8,0,174,59,102,3,56,206,264,53
Brs3,0,0,0,0,0,0,0,0,0,0,0,0
Brsk1,22,49,160,2,81,6,80,5,6,3,382,122
Brsk2,156,652,212,666,345,463,248,181,268,332,227,183
Brwd1,1050,232,2399,2138,4057,2070,462,1615,1829,2500,925,3702
Brwd3,69,25,88,1,26,42,22,19,6,89,1,194
Bscl2,108,0,358,984,111,391,1,621,536,645,898,936
Bsdc1,202,581,166,800,730,274,6,621,217,1284,2403,376
Bsg,519,1619,1205,1671,3294,1947,711,643,2536,7698,1200,2944
Bsn,257,790,1946,1141,2862,2655,318,1820,1968,3177,1628,3562
Bsnd,0,0,0,0,0,0,0,0,0,0,0,0
Bsph1,0,0,0,0,0,0,0,0,0,0,0,0
Bsph2,0,0,0,0,0,0,0,0,0,0,0,0
Bspry,0,0,0,0,67,0,0,0,8,0,0,0
Bst1,0,0,0,0,0,0,0,0,0,0,0,0
Bst2,0,0,0,0,0,0,1,0,0,0,0,0
Bsx,0,0,0,0,0,0,0,0,0,0,0,0
Btaf1,215,552,513,716,565,1217,174,526,460,19,156,431
Btbd1,62,511,208,5,407,947,73,49,199,660,966,398
Btbd10,27,721,767,19,1163,845,31,65,1419,1453,367,1120
Btbd11,0,0,0,0,35,0,0,0,109,0,0,4502
Btbd16,36,73,107,37,24,122,34,154,66,15,50,156
Btbd17,0,278,158,14,0,1,55,0,0,38,0,1
Btbd19,47,81,134,141,53,125,39,75,41,61,145,131
Btbd2,158,661,354,2297,94,305,0,351,657,1204,1673,184
Btbd3,902,6150,1889,4334,6278,4534,718,2144,3935,5159,2202,3115
Btbd6,1,125,528,67,653,133,0,482,89,512,1364,269
Btbd7,89,0,10,3,303,53,12,2,0,2,189,0
Btbd8,0,152,38,0,0,0,0,253,0,30,0,24
Btbd9,1150,6452,2566,3868,2069,4144,2289,3217,2118,6411,2418,3144
Btc,4,0,2,0,1,1,0,3,8,2,0,0
Btd,0,0,0,0,0,0,1,0,0,17,0,13
Btf3,437,184,741,2180,1518,1074,47,1297,1275,3179,3379,827
Btf3l4,169,714,639,2,2417,359,366,375,1355,760,960,1017
Btg1,717,1182,378,1119,1433,881,334,701,617,1735,385,618
Btg2,73,422,311,0,1422,622,18,1779,377,2410,604,717
Btg3,0,0,0,0,0,0,0,0,0,0,0,0
Btg4,0,0,0,0,0,0,0,0,0,0,0,0
Btk,0,0,0,0,0,0,0,0,0,0,0,0
Btla,0,0,0,1,0,0,0,0,0,0,0,0
Btn1a1,4,0,0,0,0,0,0,1,5,0,0,0
Btn2a2,0,2,0,2,0,0,1,0,0,0,0,1001
Btnl1,0,0,0,0,0,0,0,0,0,0,0,0
Btnl10,0,0,0,0,0,0,0,0,0,0,0,0
Btnl2,0,0,0,0,0,0,0,0,0,0,0,0
Btnl4,0,0,0,0,0,0,0,0,0,0,0,0
Btnl5,0,0,0,0,4,0,0,0,0,0,0,0
Btnl6,0,0,0,0,0,0,0,0,0,0,0,0
Btnl9,1,0,0,0,0,0,0,0,4,0,0,0
Btrc,254,110,959,470,1600,1486,1317,1983,830,2985,18,1132
Bub1,0,0,14,0,0,0,7,4,0,0,0,9
Bub1b,0,0,0,0,1,428,0,0,0,0,0,0
Bub3,178,63,619,12,1326,1306,6,676,514,1695,1628,2180
Bud13,49,0,9,779,211,1,0,0,136,368,0,72
Bud31,0,98,138,471,207,259,25,56,307,225,787,471
Bves,0,0,1,167,92,0,0,251,1,0,0,2
Bysl,66,1273,16,953,943,470,2,559,174,421,1887,543
Bzrap1,712,462,3523,1329,1999,1503,2204,2929,1324,1019,809,4142
Bzw1,125,439,428,469,1741,497,34,356,835,1332,1500,1214
Bzw2,255,485,410,430,768,958,479,275,444,2507,2251,180
C030006K11Rik,0,0,44,0,5,26,0,0,38,137,13,53
C030007H22Rik,0,0,0,0,0,0,0,0,0,0,0,0
C030013G03Rik,0,0,0,0,0,0,0,0,0,0,0,0
C030016D13Rik,1,84,0,0,19,3,0,0,0,1,0,0
C030018K13Rik,0,190,0,9,0,0,0,0,0,0,0,0
C030023E24Rik,37,21,42,362,37,76,12,26,98,8,9,82
C030030A07Rik,0,0,0,0,147,0,0,1,3,0,0,0
C030034I22Rik,11,0,36,956,0,145,15,1,156,0,0,584
C030034L19Rik,19,44,49,77,36,55,21,94,29,30,40,45
C030037D09Rik,0,0,0,0,24,0,0,0,100,0,0,115
C030039L03Rik,29,10,21,13,15,172,7,30,22,65,8,400
C030046E11Rik,302,491,5,0,491,557,0,112,109,0,0,14
C130021I20Rik,0,0,0,0,0,0,0,0,0,0,0,0
C130026I21Rik,0,0,0,0,0,0,0,8,0,0,0,0
C130026L21Rik,0,0,55,0,0,0,2,0,0,0,0,34
C130030K03Rik,107,19,100,0,0,111,2,25,450,0,606,0
C130036L24Rik,51,2,52,75,39,17,1,250,184,9,20,38
C130050O18Rik,0,1,0,0,115,0,0,0,0,0,0,0
C130060C02Rik,0,0,0,0,0,10,12,0,0,42,0,3
C130060K24Rik,0,0,0,0,0,0,0,0,0,0,0,0
C130071C03Rik,243,11,107,1,181,162,8,146,72,24,0,431
C130074G19Rik,43,0,0,0,0,0,0,0,0,0,0,0
C130079G13Rik,5,0,3,11,3,0,0,7,3,1,5,1
C130080G10Rik,0,0,0,0,0,0,0,3,1,0,0,0
C130083M11Rik,0,0,7,26,3,12,1,6,4,10,0,7
C1d,123,54,491,620,1262,1223,86,111,732,1733,1121,987
C1galt1,0,149,0,0,0,0,0,0,7,0,0,0
C1galt1c1,10,1,130,1,269,100,1,0,45,1426,521,401
C1qa,0,0,0,0,0,0,0,213,178,1429,1509,0
C1qb,2,748,0,0,104,0,0,623,368,2743,1285,0
C1qbp,1,316,819,100,1357,1133,207,907,600,1022,608,1073
C1qc,0,800,0,0,0,0,0,4,635,844,441,0
C1ql1,0,0,0,0,0,0,0,0,0,0,0,0
C1ql2,415,5651,4259,1951,14687,5321,727,2421,4058,9412,2277,5668
C1ql3,203,207,445,691,481,731,155,783,868,1159,572,309
C1ql4,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf1,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf2,0,0,116,0,0,0,0,0,0,0,0,0
C1qtnf3,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf4,193,990,464,459,224,595,284,138,543,857,252,141
C1qtnf5,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf6,0,0,0,0,0,29,0,0,0,117,0,0
C1qtnf7,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf9,0,0,0,0,0,26,0,0,12,0,0,0
C1ra,0,0,0,0,0,0,0,0,0,0,0,8
C1rb,0,0,0,0,0,0,0,0,0,0,0,0
C1rl,6,6,2,2,1,4,0,8,11,2,13,2
C1s,0,0,0,0,0,0,0,0,0,0,0,0
C2,0,0,0,0,0,0,0,0,0,0,0,0
C230004F18Rik,19,777,157,0,199,228,39,273,40,196,27,231
C230024C17Rik,1,3,1,0,0,5,0,2,0,5,4,0
C230035I16Rik,0,0,0,0,27,0,0,0,0,0,0,2
C230052I12Rik,40,0,0,0,229,0,0,0,0,366,122,0
C230079O03Rik,0,0,0,0,0,0,0,0,0,0,0,0
C230081A13Rik,38,0,227,604,3,473,1,0,177,1412,0,21
C230091D08Rik,340,430,1033,1314,352,993,330,407,1002,351,293,1281
C2cd2,33,84,108,101,216,494,51,121,103,9,2,394
C2cd2l,412,1073,762,1513,1233,2838,352,902,2171,2161,327,1168
C2cd3,0,0,145,333,60,599,13,16,371,108,351,349
C2cd4a,0,0,12,0,113,21,0,9,0,85,0,6
C2cd4b,48,30,81,137,179,61,36,105,28,0,243,48
C2cd4c,2,0,655,388,140,76,32,106,165,61,71,1
C2cd4d,0,0,0,0,0,19,0,0,0,0,0,0
C2cd5,221,3106,1049,443,1885,1185,39,1493,1132,30,1378,1294
C3,0,0,0,0,0,0,0,0,0,0,0,0
C330005M16Rik,0,1,0,0,0,0,0,0,0,0,0,0
C330006A16Rik,181,243,458,1922,491,1727,192,1403,1531,1704,1918,3101
C330007P06Rik,193,0,31,68,1409,57,1,998,486,909,544,621
C330008G21Rik,0,0,0,0,0,0,0,0,0,0,0,0
C330011F03Rik,0,1,6,3,7,9,2,6,2,4,4,15
C330013E15Rik,2,0,0,0,0,0,0,0,0,0,0,2
C330013F16Rik,0,0,0,0,0,0,0,0,0,0,0,0
C330018D20Rik,48,0,0,0,2,129,2,0,5,68,0,12
C330021F23Rik,6,0,1,0,0,1,0,0,7,4,1,1
C330022C24Rik,0,0,0,0,0,0,0,0,0,0,0,5
C330024C12Rik,0,0,0,0,0,0,0,0,0,0,0,0
C330024D21Rik,150,139,291,239,168,390,155,547,308,106,95,182
C330027C09Rik,0,14,19,0,0,0,0,0,0,0,0,26
C330046G13Rik,0,0,0,0,0,0,0,0,0,0,0,0
C3ar1,23,9,43,3,62,20,8,23,9,2,0,2
C430002E04Rik,10,7,25,10,8,17,3,38,19,2,10,28
C430049B03Rik,0,0,0,0,0,0,0,0,0,0,0,0
C4a,0,0,0,0,0,10,0,0,0,0,0,2
C4b,0,0,0,0,0,0,0,0,52,0,0,0
C4bp,0,0,0,0,0,0,0,1,0,0,0,0
C4bp-ps1,0,0,0,0,0,28,79,0,0,0,0,1
C530005A16Rik,0,6,0,0,47,97,0,0,6,12,0,8
C530008M17Rik,207,0,199,20,0,28,0,4,121,272,2,816
C530044C16Rik,0,0,59,0,0,0,0,0,0,0,0,0
C5ar1,0,0,0,0,0,0,0,0,0,0,0,0
C5ar2,12,5,6,16,2,4,6,9,13,2,1,8
C6,7,2,6,0,0,2,1,0,0,0,0,32
C630020P19Rik,36,5,50,10,3,12,5,29,181,4,4,155
C630028M04Rik,36,1,1,1,1,8,1,1,7,3,1,0
C630031E19Rik,0,1174,155,0,9,246,6,0,0,2,0,11
C630043F03Rik,34,1751,467,357,453,297,0,71,119,658,157,201
C7,0,0,0,0,0,0,0,0,0,0,0,0
C730002L08Rik,0,0,0,0,0,0,0,0,0,0,0,0
C730027H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
C730036E19Rik,2,0,0,1,0,1,0,1,13,0,0,0
C77080,0,0,1,571,108,175,1,0,5,544,18,70
C77370,440,2738,689,175,470,903,977,633,296,2439,1691,112
C78339,0,13,0,1,1,22,0,8,0,7,1,3
C86187,0,0,0,0,0,0,0,0,0,0,0,0
C86695,0,0,0,0,0,0,0,0,0,0,0,0
C87198,2,1,0,0,4,2,1,4,3,0,0,1
C87414,0,0,0,15,3,0,0,0,0,0,0,2
C87436,99,0,236,3,689,490,109,200,177,0,0,72
C87499,0,0,0,0,0,0,0,0,0,0,0,0
C87977,0,0,0,0,0,0,0,0,0,0,0,0
C8a,1,0,0,0,0,0,0,0,0,0,0,0
C8b,0,0,0,0,0,0,0,0,0,0,0,0
C8g,0,0,0,0,24,0,0,0,0,26,0,42
C9,0,0,0,0,0,0,0,0,0,0,0,0
C920006O11Rik,11,0,1,0,156,13,0,2,1,230,0,340
C920009B18Rik,2,0,0,1,1,0,1,12,6,7,0,2
C920021L13Rik,1,0,0,11,20,7,0,20,3,52,6,2
C920025E04Rik,0,0,0,0,0,0,1,0,0,0,0,0
CK137956,4,4,7,7,3,7,4,13,8,7,5,2
Caap1,60,51,31,0,0,7,0,65,13,173,184,16
Cab39,417,685,506,2707,1569,1372,114,2971,869,2875,3489,2003
Cab39l,24,39,93,2,314,185,65,359,207,121,4,849
Cabin1,304,33,478,1001,653,990,569,1650,687,904,543,1379
Cables1,0,0,1,0,0,0,0,0,149,14,10,0
Cables2,11,997,66,90,198,282,1,0,147,7,39,1026
Cabp1,35,583,54,3,2,72,95,67,88,322,0,120
Cabp2,0,0,0,0,0,0,0,0,0,0,0,0
Cabp4,0,0,0,0,54,0,0,0,0,0,0,0
Cabp5,6,4,3,5,2,9,11,3,5,1,4,4
Cabp7,0,0,37,0,71,1,0,0,1,167,0,0
Cabs1,0,0,0,0,0,0,0,0,0,0,0,0
Cabyr,289,1,158,962,247,169,42,234,14,1,0,1
Cacfd1,1,0,661,0,326,356,333,1466,485,702,0,101
Cachd1,5,3,10,0,54,0,0,2,31,393,0,0
Cacna1a,217,6,364,125,153,387,188,738,79,135,15,495
Cacna1b,330,1095,590,1718,506,298,1250,866,374,64,125,577
Cacna1c,194,156,519,629,180,240,650,685,47,66,545,90
Cacna1d,115,0,718,1385,131,791,253,537,574,467,888,565
Cacna1e,1689,2702,6948,5147,4395,6171,3314,4573,3636,4994,3623,2652
Cacna1f,2,1,0,0,0,0,0,0,0,0,0,6
Cacna1g,45,0,301,56,112,0,409,222,129,0,0,0
Cacna1h,652,2,647,556,505,1071,1311,1527,672,1257,1309,823
Cacna1i,137,0,45,34,23,0,107,0,35,1,0,0
Cacna1s,0,0,0,0,0,0,0,2,0,0,0,0
