,GSM3690885_NS_NG18_htseq,GSM3690888_NS_NG21_htseq,GSM3690886_NS_NG19_htseq,GSM3690887_NS_NG20_htseq
Cacng1,0,0,0,0
Cacng2,172,240,142,5
Cacng3,1390,1346,198,1015
Cacng4,0,0,0,0
Cacng5,0,0,2,1
Cacng6,0,0,0,179
Cacng7,0,11,17,0
Cacng8,0,62,21,0
Cactin,0,144,0,1
Cacul1,9,559,117,0
Cacybp,2126,1215,1,4181
Cad,0,24,0,0
Cadm1,1928,2304,2600,2880
Cadm2,2020,741,2383,1491
Cadm3,346,230,524,38
Cadm4,140,9,78,10
Cadps,89,71,263,807
Cadps2,0,218,0,143
Cage1,0,0,0,0
Calb1,2894,3196,1842,9770
Calb2,41,15,106,0
Calca,0,0,37,0
Calcb,0,0,0,0
Calcoco1,0,108,430,638
Calcoco2,1,0,0,0
Calcr,0,0,0,0
Calcrl,0,0,1,0
Cald1,125,805,502,389
Calhm1,0,0,0,0
Calhm2,0,253,0,0
Calm1,25216,34961,15754,52722
Calm2,34493,40014,14278,75173
Calm3,4990,3602,3125,4678
Calm4,0,0,0,0
Calm5,0,0,0,0
Calml3,0,0,0,0
Calml4,0,24,0,0
Caln1,28,758,90,53
Calr,2765,1108,1131,1196
Calr3,0,0,0,379
Calr4,0,0,0,0
Calu,0,962,33,741
Caly,4803,3920,1166,1153
Camk1,37,301,9,329
Camk1d,101,508,283,1075
Camk1g,0,0,0,0
Camk2a,10152,20076,6846,4632
Camk2b,5291,10697,5168,8731
Camk2d,717,1,492,7
Camk2g,5159,3306,1037,1851
Camk2n1,9707,3857,3516,7191
Camk2n2,0,87,657,469
Camk4,1180,93,263,524
Camkk1,3173,7473,71,1663
Camkk2,667,791,291,545
Camkmt,403,147,0,0
Camkv,2310,5871,503,3169
Caml,1440,398,115,990
Camp,0,0,0,0
Camsap1,23,259,27,232
Camsap2,48,626,256,550
Camsap3,0,0,7,6
Camta1,173,2292,1250,1821
Camta2,459,2099,403,811
Cand1,896,1214,290,1319
Cand2,62,13,50,8
Cant1,0,693,1,404
Canx,359,3203,1437,3756
Cap1,1472,407,21,519
Cap2,3803,1284,1862,2125
Capg,0,0,0,24
Capn1,153,0,85,17
Capn10,581,232,13,0
Capn11,0,0,24,0
Capn12,0,0,0,0
Capn13,0,0,0,0
Capn2,0,31,0,186
Capn3,32,382,0,1443
Capn5,0,0,89,0
Capn6,6,0,0,0
Capn7,0,0,0,1184
Capn8,0,0,0,0
Capn9,0,0,0,0
Capns1,307,46,34,1194
Capns2,0,0,0,0
Caprin1,5083,1718,486,1192
Caprin2,3,0,8,0
Caps2,0,0,0,0
Capsl,0,92,0,0
Capza1,3,197,745,12
Capza2,922,6070,2744,6606
Capza3,0,0,0,0
Capzb,1535,3402,681,5021
Car1,0,0,0,0
Car10,418,1090,103,1
Car11,1,589,541,662
Car12,7,2145,40,391
Car13,0,0,0,0
Car14,0,0,3,0
Car15,0,164,0,0
Car2,440,504,238,1185
Car3,0,0,0,0
Car4,1366,326,44,1087
Car5a,60,8,26,5
Car5b,59,17,107,24
Car6,0,0,0,0
Car7,0,0,0,0
Car8,0,2,3,0
Car9,0,0,0,0
Card10,0,33,3,0
Card11,0,0,0,0
Card14,0,0,0,0
Card6,0,0,0,0
Card9,0,85,0,0
Carf,3,138,0,0
Carhsp1,0,427,4,0
Carkd,330,1251,5,320
Carm1,0,0,0,0
Carns1,56,0,0,68
Cars,53,134,3,63
Cars2,0,84,0,0
Cartpt,15,0,0,0
Casc1,0,0,0,0
Casc3,1,377,50,1
Casc4,365,394,636,170
Casc5,0,0,0,0
Casd1,3,102,192,813
Cask,17,367,331,787
Caskin1,27,279,150,29
Caskin2,0,0,0,0
Casp1,0,0,0,0
Casp12,0,0,0,0
Casp14,0,0,0,0
Casp2,0,1,0,0
Casp3,0,0,0,0
Casp4,0,0,0,0
Casp6,0,0,0,0
Casp7,0,0,0,0
Casp8,0,0,0,0
Casp8ap2,0,178,1,461
Casp9,4,17,1,0
Casq1,0,0,0,0
Casq2,0,0,0,167
Casr,0,0,0,0
Cass4,0,2,0,0
Cast,0,0,52,0
Casz1,0,0,0,0
Cat,7,315,25,214
Catsper1,0,0,0,0
Catsper2,0,0,0,0
Catsper3,0,0,0,0
Catsper4,0,0,0,0
Catsperb,0,0,0,0
Catsperd,0,0,0,0
Catsperg1,0,0,0,0
Catsperg2,0,0,0,0
Cav1,1,0,299,0
Cav2,0,0,1,473
Cav3,0,0,0,0
Cbfa2t2,20,505,7,896
Cbfa2t3,0,691,435,85
Cbfb,0,227,0,158
Cbl,49,616,1,1356
Cblb,0,92,717,111
Cblc,0,0,0,0
Cbll1,45,627,11,37
Cbln1,0,0,0,0
Cbln2,2,0,7,0
Cbln3,65,41,82,29
Cbln4,0,0,0,0
Cbr1,343,139,52,1163
Cbr2,0,0,0,0
Cbr3,0,0,0,0
Cbr4,0,0,0,429
Cbs,0,678,108,8
Cbwd1,0,187,0,0
Cbx1,758,31,39,60
Cbx2,0,0,0,0
Cbx3,4345,3928,2006,7216
Cbx4,185,66,71,785
Cbx5,1400,1935,3779,2374
Cbx6,1707,1531,449,1124
Cbx7,0,722,107,0
Cbx8,0,0,0,5
Cby1,1238,574,0,1259
Cc2d1a,0,390,0,284
Cc2d1b,0,0,5,0
Cc2d2a,0,104,6,470
Ccar1,1203,1065,11,426
Ccbe1,12,185,50,0
Ccbl1,0,0,0,0
Ccbl2,0,0,0,0
Ccbp2,0,0,0,0
Ccdc101,1094,17,0,0
Ccdc102a,0,0,0,0
Ccdc103,0,96,0,0
Ccdc104,1976,490,465,239
Ccdc105,0,0,0,0
Ccdc106,466,827,1,194
Ccdc107,0,501,1,125
Ccdc108,0,0,0,0
Ccdc109b,0,0,0,0
Ccdc11,0,0,0,0
Ccdc110,0,0,0,0
Ccdc111,0,0,0,5
Ccdc112,61,127,1,262
Ccdc113,0,0,2,0
Ccdc114,0,0,0,0
Ccdc115,1,534,495,672
Ccdc116,0,47,0,1
Ccdc117,0,16,0,0
Ccdc12,1078,992,0,1005
Ccdc120,0,0,0,0
Ccdc121,0,0,0,0
Ccdc122,0,0,0,0
Ccdc124,555,983,321,1236
Ccdc125,2,3,1,0
Ccdc126,415,28,0,0
Ccdc127,1380,1168,950,970
Ccdc129,0,0,0,0
Ccdc13,0,0,0,0
Ccdc130,0,907,91,0
Ccdc132,17,1260,50,1
Ccdc134,0,344,9,0
Ccdc135,0,0,0,0
Ccdc136,129,104,69,146
Ccdc137,0,689,4,294
Ccdc138,0,0,0,0
Ccdc14,0,0,0,0
Ccdc141,0,0,0,0
Ccdc142,0,0,30,0
Ccdc144b,0,0,0,0
Ccdc146,0,0,34,0
Ccdc147,0,0,0,0
Ccdc148,5,194,17,353
Ccdc149,3,6,120,284
Ccdc15,0,0,0,0
Ccdc150,0,0,0,0
Ccdc151,0,0,0,0
Ccdc152,0,0,0,0
Ccdc153,19,1,7,0
Ccdc154,0,0,0,0
Ccdc155,0,69,0,0
Ccdc157,0,5,0,350
Ccdc158,0,0,0,0
Ccdc159,0,0,0,4
Ccdc160,0,99,4,0
Ccdc162,0,0,0,0
Ccdc163,0,0,0,0
Ccdc164,0,355,0,0
Ccdc166,0,182,138,0
Ccdc167,283,72,190,322
Ccdc169,1,0,0,0
Ccdc17,0,0,0,0
Ccdc170,0,0,0,0
Ccdc171,0,0,0,0
Ccdc172,0,0,0,0
Ccdc173,0,0,0,0
Ccdc174,44,312,14,44
Ccdc175,0,0,0,0
Ccdc176,336,2,0,131
Ccdc177,0,267,12,206
Ccdc178,0,0,0,0
Ccdc18,0,1,0,0
Ccdc19,0,0,0,0
Ccdc22,0,0,0,0
Ccdc23,0,273,302,376
Ccdc24,0,0,0,0
Ccdc25,351,803,45,414
Ccdc27,0,0,0,0
Ccdc28a,165,344,3,222
Ccdc28b,732,98,0,338
Ccdc3,0,0,0,0
Ccdc30,0,85,0,5
Ccdc32,0,676,565,1396
Ccdc33,0,0,6,0
Ccdc34,47,164,188,152
Ccdc36,15,5,5,0
Ccdc37,0,0,0,0
Ccdc38,0,0,0,0
Ccdc39,0,73,2,50
Ccdc40,0,0,0,0
Ccdc41,21,49,161,0
Ccdc42,0,0,0,0
Ccdc42b,0,0,0,0
Ccdc43,1692,321,20,348
Ccdc47,29,928,390,468
Ccdc50,2296,24,1111,5
Ccdc51,0,42,25,571
Ccdc53,0,377,1,1075
Ccdc54,0,0,0,0
Ccdc55,1352,670,195,599
Ccdc57,0,607,0,0
Ccdc58,0,270,6,0
Ccdc59,143,399,71,649
Ccdc6,0,398,239,28
Ccdc60,0,0,0,0
Ccdc61,0,196,0,0
Ccdc62,0,0,0,0
Ccdc63,0,0,0,0
Ccdc64,0,41,0,0
Ccdc64b,0,0,0,0
Ccdc65,0,75,0,2
Ccdc66,0,93,82,0
Ccdc67,2,0,2,35
Ccdc68,0,0,0,0
Ccdc69,0,0,0,0
Ccdc7,0,0,0,0
Ccdc70,0,0,0,0
Ccdc71,408,61,0,0
Ccdc71l,0,277,0,9
Ccdc73,0,1,0,0
Ccdc74a,0,0,0,0
Ccdc77,0,72,0,0
Ccdc78,29,38,26,130
Ccdc79,0,0,0,0
Ccdc8,0,0,0,0
Ccdc80,0,0,0,0
Ccdc81,0,0,0,0
Ccdc82,1024,614,465,1092
Ccdc83,0,0,0,0
Ccdc84,0,50,0,0
Ccdc85a,2355,2114,484,4949
Ccdc85b,2029,1494,459,1173
Ccdc85c,0,0,0,0
Ccdc86,0,0,119,254
Ccdc87,0,0,0,0
Ccdc88a,422,570,1245,1628
Ccdc88b,0,0,0,1
Ccdc88c,0,64,0,0
Ccdc89,0,0,0,406
Ccdc9,0,35,182,110
Ccdc90a,214,0,273,0
Ccdc90b,443,0,2,199
Ccdc91,2085,0,2,183
Ccdc92,1869,369,90,654
Ccdc93,0,13,0,0
Ccdc94,0,156,0,0
Ccdc96,0,121,0,0
Ccdc97,1,30,0,164
Ccer1,0,0,0,0
Cchcr1,0,0,36,0
Ccin,0,0,0,0
Cck,1619,3570,1332,2109
Cckar,0,0,0,0
Cckbr,0,0,0,3
Ccl1,0,0,0,0
Ccl11,0,0,0,0
Ccl12,0,0,0,0
Ccl17,0,0,0,141
Ccl19,0,0,0,0
Ccl2,0,0,0,0
Ccl20,0,0,0,0
Ccl21a,0,0,0,0
Ccl21b,0,0,0,0
Ccl21c,0,0,0,0
Ccl22,0,0,0,0
Ccl24,0,0,0,0
Ccl25,0,180,0,23
Ccl26,0,0,0,0
Ccl27a,606,196,0,194
Ccl27b,0,0,0,0
Ccl28,4,1,10,0
Ccl3,0,0,0,0
Ccl4,0,0,0,0
Ccl5,0,0,0,0
Ccl6,0,0,0,0
Ccl7,0,0,0,0
Ccl8,0,0,0,0
Ccl9,46,5,22,7
Ccm2,0,63,9,12
Ccm2l,0,0,0,0
Ccna1,0,0,0,0
Ccna2,0,37,5,0
Ccnb1,0,0,0,0
Ccnb1ip1,0,0,0,0
Ccnb2,0,0,0,0
Ccnb3,0,0,0,0
Ccnc,0,679,6,1345
Ccnd1,29,157,288,158
Ccnd2,1070,893,1507,2299
Ccnd3,0,0,0,0
Ccndbp1,34,366,543,534
Ccne1,0,0,3,514
Ccne2,0,180,0,0
Ccnf,0,0,0,0
Ccng1,78,1207,0,643
Ccng2,1,157,352,0
Ccnh,0,1534,1244,887
Ccni,785,415,520,1749
Ccnj,28,0,1,0
Ccnjl,230,120,0,488
Ccnk,6,1,170,0
Ccnl1,2,816,40,0
Ccnl2,11,223,0,0
Ccno,0,0,0,0
Ccnt1,0,0,3,1
Ccnt2,0,546,0,0
Ccny,0,824,1403,690
Ccnyl1,0,0,0,0
Ccp110,0,0,364,0
Ccpg1,331,356,200,695
Ccr1,0,0,0,0
Ccr10,0,0,0,0
Ccr1l1,0,0,0,0
Ccr2,0,1,0,0
Ccr3,0,0,0,0
Ccr4,2,21,17,12
Ccr5,0,0,0,0
Ccr6,0,0,0,0
Ccr7,0,0,0,0
Ccr8,0,0,0,0
Ccr9,0,6,0,0
Ccrl1,0,0,0,0
Ccrl2,0,0,0,0
Ccrn4l,1,101,739,1828
Ccs,0,677,0,0
Ccsap,0,92,100,184
Ccser1,0,1,1,615
Ccser2,3,408,47,1104
Cct2,8,378,1311,1745
Cct3,9,1816,154,1241
Cct4,5326,704,109,1894
Cct5,49,1277,1159,2599
Cct6a,1443,2167,41,688
Cct6b,0,0,0,0
Cct7,2184,1160,650,4129
Cct8,131,1461,1005,3157
Cct8l1,0,0,0,0
Ccz1,0,276,19,13
Cd101,0,0,0,0
Cd109,0,0,21,0
Cd14,0,0,0,0
Cd151,94,0,0,0
Cd160,0,0,0,0
Cd163,9,117,2,24
Cd163l1,0,0,0,0
Cd164,0,1075,42,0
Cd164l2,0,0,0,0
Cd177,0,0,0,0
Cd180,0,0,0,0
Cd19,0,0,0,0
Cd1d1,0,0,0,0
Cd1d2,0,0,0,0
Cd2,0,0,0,0
Cd200,548,0,173,742
Cd200r1,0,0,0,0
Cd200r2,0,3,0,0
Cd200r3,0,0,0,0
Cd200r4,0,6,0,0
Cd207,0,0,0,0
Cd209a,0,0,0,0
Cd209b,0,0,0,0
Cd209c,26,0,0,0
Cd209d,0,0,0,0
Cd209e,0,0,0,0
Cd209f,0,0,0,0
Cd209g,0,0,0,0
Cd22,12,14,8,14
Cd226,1,3,0,0
Cd244,0,0,0,0
Cd247,0,0,0,0
Cd248,0,0,0,0
Cd24a,925,0,13,2
Cd27,0,1,0,0
Cd274,169,35,189,50
Cd276,0,499,23,0
Cd28,0,0,0,0
Cd2ap,24,15,36,3
Cd2bp2,0,204,60,225
Cd300a,42,32,31,24
Cd300c,0,0,0,0
Cd300e,0,0,0,0
Cd300lb,0,0,0,0
Cd300ld,2,0,4,1
Cd300lf,17,4,21,12
Cd300lg,11,81,162,4
Cd300lh,0,0,0,0
Cd302,1310,345,0,255
Cd320,0,0,0,0
Cd33,1,2,0,5
Cd34,0,365,1,0
Cd36,0,0,0,0
Cd37,0,0,0,0
Cd38,0,14,1,893
Cd3d,73,7,30,6
Cd3e,0,0,0,0
Cd3eap,12,15,5,348
Cd3g,0,0,0,0
Cd4,0,0,0,0
Cd40,0,0,0,0
Cd40lg,0,0,0,0
Cd44,0,0,0,0
Cd46,2,0,0,0
Cd47,1929,1597,858,966
Cd48,0,0,0,0
Cd5,0,0,0,0
Cd52,0,0,0,0
Cd53,0,0,0,0
Cd55,0,0,0,0
Cd59a,0,0,8,8
Cd59b,0,0,0,115
Cd5l,0,0,0,0
Cd6,0,0,0,0
Cd63,0,284,12,2350
Cd68,0,305,0,0
Cd69,0,0,0,0
Cd7,0,0,0,0
Cd70,0,0,0,0
Cd72,0,0,0,0
Cd74,0,0,0,0
Cd79a,0,0,0,0
Cd79b,0,0,0,0
Cd80,0,0,0,0
Cd81,492,2713,75,2523
Cd82,0,0,0,0
Cd83,0,59,0,0
Cd84,39,170,12,16
Cd86,0,0,0,0
Cd8a,0,1,0,0
Cd8b1,0,0,0,0
Cd9,0,207,16,1008
Cd93,29,11,21,2
Cd96,0,0,0,0
Cd97,0,0,0,0
Cd99l2,537,16,971,118
Cda,0,0,0,0
Cdadc1,76,1657,2,314
Cdan1,0,271,0,0
Cdc123,1822,1753,311,1024
Cdc14a,0,0,0,0
Cdc14b,7,42,36,3
Cdc16,3,771,77,1
Cdc20,0,24,0,0
Cdc23,0,787,2,0
Cdc25a,0,0,0,0
Cdc25b,0,0,0,1
Cdc25c,0,0,0,0
Cdc26,0,167,0,8
Cdc27,5,297,286,61
Cdc34,746,174,1,11
Cdc37,20,1608,91,1725
Cdc37l1,0,78,172,563
Cdc40,1,954,286,799
Cdc42,804,5675,3113,6607
Cdc42bpa,203,622,114,1063
Cdc42bpb,0,182,67,0
Cdc42bpg,0,7,0,0
Cdc42ep1,0,0,0,52
Cdc42ep2,25,1,0,0
Cdc42ep3,4,0,4,0
Cdc42ep4,3230,283,121,926
Cdc42ep5,0,0,0,0
Cdc42se1,0,0,255,30
Cdc42se2,3738,4655,58,339
Cdc45,0,0,0,68
Cdc5l,576,871,516,1115
Cdc6,0,0,2,0
Cdc7,0,151,0,0
Cdc73,602,88,10,0
Cdca2,0,0,0,0
Cdca3,0,0,0,0
Cdca4,81,45,192,0
Cdca5,0,0,0,0
Cdca7,0,0,0,0
Cdca7l,0,0,0,0
Cdca8,0,0,0,0
Cdcp1,0,0,0,0
Cdcp2,0,0,0,0
Cdh1,0,0,15,0
Cdh10,2,0,0,0
Cdh11,0,41,1,0
Cdh12,0,121,0,0
Cdh13,0,546,1,2
Cdh15,0,170,0,7
Cdh16,0,6,3,0
Cdh17,0,0,0,0
Cdh18,0,104,0,0
Cdh19,0,0,0,10
Cdh2,152,458,1118,452
Cdh20,2,1,1,3
Cdh22,0,0,2,0
Cdh23,0,0,0,0
Cdh24,0,0,0,0
Cdh26,0,0,0,0
Cdh3,0,0,0,0
Cdh4,0,0,0,2
Cdh5,4,0,0,0
Cdh6,0,0,4,0
Cdh7,1,0,25,0
Cdh8,0,1008,100,76
Cdh9,17,621,746,202
Cdhr1,0,0,0,0
Cdhr2,0,0,0,194
Cdhr3,0,0,0,0
Cdhr5,0,0,0,0
Cdip1,96,3694,732,4273
Cdipt,148,1625,198,2626
Cdk1,0,0,0,0
Cdk10,1510,696,36,291
Cdk11b,1177,933,1217,521
Cdk12,1,149,543,342
Cdk13,34,2,215,23
Cdk14,2922,2411,954,2929
Cdk15,0,0,0,0
Cdk16,0,468,58,1494
Cdk17,4246,401,470,3288
Cdk18,0,0,26,489
Cdk19,0,184,10,575
Cdk2,0,0,0,0
Cdk20,0,327,0,0
Cdk2ap1,0,0,62,515
Cdk2ap2,820,22,0,506
Cdk3-ps,0,0,0,0
Cdk4,0,211,66,691
Cdk5,1036,1803,277,2787
Cdk5r1,1772,974,1577,3268
Cdk5r2,173,149,63,264
Cdk5rap1,0,0,0,886
Cdk5rap2,0,14,1,0
Cdk5rap3,0,712,57,0
Cdk6,0,0,0,0
Cdk7,122,451,790,1629
Cdk8,0,4,0,579
Cdk9,39,22,689,262
Cdkal1,0,549,29,225
Cdkl1,0,28,0,0
Cdkl2,0,177,338,0
Cdkl3,30,0,0,33
Cdkl4,0,0,25,0
Cdkl5,0,0,85,0
Cdkn1a,0,0,0,0
Cdkn1b,0,265,165,810
Cdkn1c,0,0,0,0
Cdkn2a,0,0,0,0
Cdkn2aip,1,9,1,682
Cdkn2aipnl,0,768,67,454
Cdkn2b,0,0,0,0
Cdkn2c,0,202,4,183
Cdkn2d,999,577,534,2368
Cdkn3,0,0,0,0
Cdnf,0,1,16,2
Cdo1,0,0,28,0
Cdon,26,157,0,0
Cdpf1,726,159,10,0
Cdr1,1084,1404,2515,1510
Cdr2,0,0,35,0
Cdr2l,0,552,9,1
Cdrt4,0,0,0,0
Cds1,0,14,0,0
Cds2,5,1830,1199,647
Cdsn,0,0,0,0
Cdt1,0,0,0,0
Cdv3,15,926,323,406
Cdx1,0,0,0,0
Cdx2,0,0,0,0
Cdx4,0,10,0,0
Cdyl,0,50,0,292
Cdyl2,3,0,4,713
Ceacam-ps1,0,0,0,0
Ceacam1,0,0,3,0
Ceacam10,0,0,0,0
Ceacam11,0,0,0,0
Ceacam12,0,0,0,0
Ceacam13,0,0,0,0
Ceacam14,0,0,0,0
Ceacam15,0,0,0,0
Ceacam16,0,0,0,0
Ceacam18,0,0,0,0
Ceacam19,2,25,27,36
Ceacam2,3,0,1,1
Ceacam20,20,7,43,3
Ceacam3,0,0,0,0
Ceacam5,0,0,0,0
Ceacam9,0,0,0,0
Cebpa,0,0,0,660
Cebpb,51,19,5,231
Cebpd,51,164,6,347
Cebpe,0,0,0,0
Cebpg,1,2,114,1
Cebpz,196,233,24,1613
Cecr2,64,6,43,167
Cecr5,0,0,0,1
Cecr6,0,60,0,0
Cel,0,0,0,0
Cela1,0,0,0,0
Cela2a,0,0,0,0
Cela3b,0,0,0,0
Celf1,763,2994,983,1175
Celf2,1160,3952,5123,7422
Celf3,0,252,31,90
Celf4,3636,3601,2027,6269
Celf5,562,210,1278,179
Celf6,2604,5,13,180
Celsr1,0,0,0,0
Celsr2,101,139,802,1701
Celsr3,28,457,151,0
Cend1,227,1980,590,2189
Cenpa,0,146,0,0
Cenpb,144,1,2,26
Cenpc1,145,453,57,0
Cenpe,0,0,0,0
Cenpf,46,140,57,101
Cenph,0,0,0,0
Cenpi,0,0,0,0
Cenpj,0,0,0,0
Cenpk,0,0,0,0
Cenpl,12,3,11,3
Cenpm,0,0,0,0
Cenpn,0,0,0,0
Cenpo,0,0,0,0
Cenpp,0,0,0,0
Cenpq,0,0,0,0
Cenpt,0,271,402,0
Cenpv,0,134,55,62
Cenpw,0,94,217,107
Cep104,0,0,0,0
Cep110,0,6,21,0
Cep112,1,126,0,0
Cep120,0,573,455,93
Cep128,8,472,0,682
Cep135,1,2,56,0
Cep152,0,304,1,0
Cep164,0,66,0,1
Cep170,0,354,150,0
Cep170b,0,1456,490,1217
Cep19,3,940,892,1422
Cep192,0,0,0,0
Cep250,27,513,44,18
Cep290,1187,16,58,1
Cep350,15,3,102,0
Cep44,2,0,5,1221
Cep55,0,0,0,0
Cep57,89,696,175,0
Cep57l1,0,39,0,0
Cep63,0,310,1,0
Cep68,0,0,1,0
Cep70,2,339,0,500
Cep72,0,0,0,0
Cep76,0,0,0,4
Cep78,150,35,0,0
Cep85,63,32,0,219
Cep85l,0,430,1,243
Cep89,0,380,0,592
Cep95,0,46,0,0
Cep97,11,2,249,79
Cept1,0,613,0,941
Cer1,12,4,13,1
Cercam,7,48,7,0
Cerk,472,0,4,15
Cerkl,0,0,209,0
Cers1,0,0,0,0
Cers2,249,140,6,0
Cers3,0,0,0,0
Cers4,18,710,66,906
Cers5,0,485,7,0
Cers6,0,144,0,0
Ces1a,0,0,0,0
Ces1b,0,0,0,0
Ces1c,0,0,0,0
Ces1d,0,0,0,0
Ces1e,0,0,0,0
Ces1f,0,0,0,0
Ces1g,0,0,0,0
Ces2a,0,0,0,0
Ces2b,0,0,0,0
Ces2c,0,0,0,0
Ces2d-ps,0,0,0,0
Ces2e,0,0,0,0
Ces2f,0,0,0,0
Ces2g,0,0,0,0
Ces2h,0,0,0,0
Ces3a,0,0,0,0
Ces3b,0,0,0,0
Ces4a,0,0,0,0
Ces5a,0,0,0,0
Cetn1,0,0,0,0
Cetn2,992,761,301,948
Cetn3,1050,970,35,1951
Cetn4,0,130,425,364
Cfb,0,0,0,0
Cfc1,0,0,0,0
Cfd,0,0,0,0
Cfdp1,1081,1267,170,1546
Cfh,103,0,2,0
Cfhr1,2,0,0,0
Cfhr2,0,0,0,0
Cfi,0,0,0,0
Cfl1,5974,8287,2440,9684
Cfl2,88,511,126,111
Cflar,209,184,142,578
Cfp,0,0,0,0
Cftr,0,0,0,0
Cga,0,0,0,0
Cggbp1,2070,1287,195,694
Cgn,0,0,1,0
Cgnl1,0,0,2,0
Cgref1,0,0,55,0
Cgrrf1,153,107,4,0
Ch25h,0,0,0,0
Chac1,0,0,0,329
Chac2,0,43,147,0
Chad,0,0,0,0
Chadl,0,0,0,0
Chaf1a,0,0,7,0
Chaf1b,0,129,0,0
Chat,5,4,176,4
Chchd1,343,1100,65,894
Chchd10,573,1627,1172,2808
Chchd2,4093,3704,3195,8732
Chchd3,3,742,158,2165
Chchd4,1484,221,609,1872
Chchd5,0,0,19,109
Chchd6,1138,821,628,1670
Chchd7,0,144,0,4
Chd1,13,404,31,1202
Chd1l,0,299,1,0
Chd2,203,127,281,32
Chd3,171,395,733,1188
Chd4,284,1244,514,929
Chd5,278,233,258,407
Chd6,1746,155,727,995
Chd7,795,16,16,52
Chd8,97,320,237,33
Chd9,716,1542,115,960
Chdh,0,0,0,0
Chek1,0,1,0,0
Chek2,65,356,6,112
Cherp,0,538,0,1
Chfr,0,209,21,0
Chga,2,420,384,267
Chgb,64,2598,600,626
Chi3l1,0,0,0,0
Chi3l3,0,0,0,0
Chi3l4,0,0,0,0
Chia,0,0,0,0
Chic1,347,802,102,8
Chic2,192,0,15,1
Chid1,43,637,61,0
Chit1,0,0,0,0
Chka,369,277,0,652
Chkb,0,34,0,0
Chl1,142,1087,1084,183
Chm,0,321,4,249
Chml,214,0,2,0
Chmp1a,0,993,68,540
Chmp1b,0,23,0,0
Chmp2a,1124,1673,976,1305
Chmp2b,107,272,307,1928
Chmp3,2531,867,382,1849
Chmp4b,102,24,242,124
Chmp4c,0,0,0,0
Chmp5,579,2158,935,3602
Chmp6,0,680,288,781
Chmp7,0,981,0,270
Chn1,9499,20134,7073,13175
Chn2,236,22,28,240
Chodl,0,0,0,0
Chordc1,1137,1769,1423,20
Chp1,0,2308,324,4524
Chp2,0,0,0,0
Chpf,4,867,311,12
Chpf2,0,0,55,0
Chpt1,4,0,164,0
Chrac1,0,486,44,895
Chrd,0,359,2,0
Chrdl1,0,0,0,0
Chrdl2,0,0,0,0
Chrm1,2561,1305,346,723
Chrm2,0,0,0,0
Chrm3,111,0,8,4
Chrm4,2,0,64,9
Chrm5,0,0,0,0
Chrna1,38,53,0,2
Chrna10,0,0,0,0
Chrna2,0,0,0,0
Chrna3,0,0,0,0
Chrna4,0,0,31,0
Chrna5,0,0,0,0
Chrna6,0,0,0,0
Chrna7,0,0,0,0
Chrna9,0,0,0,0
Chrnb1,0,0,0,0
Chrnb2,3,299,848,0
Chrnb3,0,0,0,0
Chrnb4,6,3,3,3
Chrnd,0,1,0,0
Chrne,0,0,0,0
Chrng,0,0,0,0
Chst1,4,958,272,300
Chst10,3,1,24,47
Chst11,6,0,0,0
Chst12,0,280,333,401
Chst13,0,0,0,0
Chst14,0,0,0,0
Chst15,3,945,6,1
Chst2,2,1087,885,682
Chst3,56,9,33,18
Chst4,0,0,0,0
Chst5,0,0,1,239
Chst7,0,54,0,258
Chst8,0,0,11,0
Chst9,0,302,0,0
Chsy1,0,58,9,0
Chsy3,0,0,0,0
Chtf18,0,0,0,0
Chtf8,0,1268,0,3
Chtop,27,2052,52,1957
Chuk,0,221,0,3
Churc1,2454,316,200,1094
Ciao1,267,202,523,349
Ciapin1,9,20,117,0
Cib1,359,0,0,306
Cib2,238,113,305,199
Cib3,0,0,0,0
Cib4,0,0,0,0
Cic,143,5,263,11
Cidea,0,250,0,0
Cideb,0,0,0,0
Cidec,0,0,0,0
Ciita,0,3,0,0
Cilp,0,0,0,0
Cilp2,0,0,0,0
Cinp,0,702,177,1429
Cir1,54,537,72,878
Cirbp,85,1269,835,1996
Cirh1a,916,352,150,922
Cisd1,3613,2706,2119,4710
Cisd2,943,44,158,0
Cisd3,18,282,91,1221
Cish,0,0,0,0
Cit,20,76,17,0
Cited1,0,0,4,0
Cited2,6,253,42,27
Cited4,0,0,0,0
Ciz1,10,572,311,0
Ckap2,0,0,0,0
Ckap2l,0,0,0,0
Ckap4,20,97,6,0
Ckap5,240,713,304,1552
Ckb,4658,7684,3117,6159
Cklf,0,0,0,0
Ckm,0,0,0,0
Ckmt1,119,298,611,3242
Ckmt2,0,0,176,0
Cks1b,0,0,0,0
Cks2,0,2,0,342
Clasp1,11,1437,126,398
Clasp2,802,3974,1730,5058
Clasrp,0,219,148,0
Clca1,1,0,0,0
Clca2,0,1,26,8
Clca3,0,0,0,0
Clca4,0,0,0,0
Clca5,0,1,0,0
Clca6,0,0,0,0
Clcc1,0,0,0,0
Clcf1,0,0,0,0
Clcn1,0,0,0,0
Clcn2,0,0,0,0
Clcn3,175,1623,1674,1264
Clcn4-2,166,724,1491,2716
Clcn5,0,0,0,0
Clcn6,0,0,1,0
Clcn7,0,600,165,0
Clcnka,0,0,0,0
Clcnkb,0,0,0,0
Cldn1,0,0,0,0
Cldn10,0,99,0,1549
Cldn11,95,21,206,46
