,GSM3690880_HC_NG17_htseq,GSM3690879_HC_NG16_htseq,GSM3690878_HC_NG15_htseq
Dffa,0,0,866
Dffb,0,0,0
Dfna5,0,0,21
Dfnb59,0,0,0
Dgat1,0,0,0
Dgat2,2520,84,875
Dgat2l6,0,0,0
Dgcr14,0,0,0
Dgcr2,510,209,2287
Dgcr6,518,831,1021
Dgcr8,0,0,620
Dgka,0,0,140
Dgkb,1057,348,596
Dgkd,0,1726,937
Dgke,255,2,399
Dgkg,3781,9,4183
Dgkh,146,678,537
Dgki,943,685,517
Dgkk,0,0,0
Dgkq,0,0,0
Dgkz,28,714,741
Dguok,98,1091,215
Dhcr24,1,14,84
Dhcr7,0,0,0
Dhdds,6,0,64
Dhdh,3,0,0
Dhfr,0,5,4
Dhh,0,0,0
Dhodh,0,0,410
Dhps,142,3,425
Dhrs1,809,0,0
Dhrs11,0,0,0
Dhrs13,0,20,0
Dhrs2,0,0,0
Dhrs3,0,0,0
Dhrs4,0,0,0
Dhrs7,0,0,238
Dhrs7b,656,1,534
Dhrs7c,0,0,0
Dhrs9,0,0,0
Dhrsx,90,0,0
Dhtkd1,0,0,0
Dhx15,2237,101,931
Dhx16,0,0,0
Dhx29,476,0,637
Dhx30,2,306,730
Dhx32,869,0,674
Dhx33,238,0,90
Dhx34,0,0,0
Dhx35,0,46,0
Dhx36,340,757,472
Dhx37,46,1,1446
Dhx38,0,0,670
Dhx40,555,3,868
Dhx57,116,0,255
Dhx58,0,0,0
Dhx8,6,65,1262
Dhx9,77,430,0
Diablo,3,0,860
Diap1,0,0,0
Diap2,18,10,715
Diap3,0,0,0
Dicer1,0,1,377
Dido1,0,3,72
Diexf,665,0,88
Dimt1,0,13,320
Dio1,0,0,0
Dio2,0,0,1
Dio3,0,0,0
Dio3os,0,0,0
Dip2a,0,0,0
Dip2b,44,1,263
Dip2c,131,0,1364
Diras1,0,8,613
Diras2,618,620,202
Dirc2,672,534,643
Dis3,0,0,0
Dis3l,0,1313,808
Dis3l2,1404,93,209
Disc1,0,0,0
Disp1,0,0,0
Disp2,2214,2663,1908
Dixdc1,901,155,1451
Dkc1,60,370,752
Dkk1,14,11,22
Dkk2,9,10,25
Dkk3,21,0,167
Dkk4,0,0,0
Dkkl1,0,122,0
Dlat,10,53,664
Dlc1,7,5,4
Dld,937,1740,1266
Dlec1,0,0,0
Dleu2,0,0,38
Dleu7,0,0,0
Dlg1,1445,0,0
Dlg2,1800,28,1535
Dlg3,100,2,848
Dlg4,47,138,1302
Dlg5,0,0,0
Dlgap1,4635,2554,4122
Dlgap2,0,0,948
Dlgap3,0,1,156
Dlgap4,998,0,1183
Dlgap5,11,3,12
Dlk1,2,0,0
Dlk2,284,0,0
Dll1,1,0,0
Dll3,0,0,1
Dll4,0,0,0
Dlst,414,0,993
Dlx1,8,0,0
Dlx1as,0,0,0
Dlx2,0,0,0
Dlx3,0,0,0
Dlx4,0,0,0
Dlx5,0,0,0
Dlx6,0,0,0
Dlx6as1,0,0,8
Dlx6as2,0,0,0
Dmap1,387,0,407
Dmbt1,0,0,0
Dmbx1,0,0,1
Dmc1,0,0,0
Dmd,77,11,36
Dmgdh,0,0,0
Dmkn,0,0,0
Dmp1,0,0,0
Dmpk,0,0,189
Dmrt1,0,0,0
Dmrt2,0,0,0
Dmrt3,0,0,0
Dmrta1,5,0,5
Dmrta2,0,0,0
Dmrtb1,0,0,0
Dmrtc1a,0,0,0
Dmrtc1b,0,0,0
Dmrtc1c1,0,0,0
Dmrtc1c2,0,0,0
Dmrtc2,0,0,0
Dmtf1,12,0,645
Dmwd,0,1,1216
Dmxl1,1337,341,134
Dmxl2,1169,701,2131
Dna2,0,0,0
Dnaaf1,0,0,0
Dnaaf2,0,0,0
Dnaaf3,0,0,0
Dnahc1,0,0,171
Dnahc10,0,0,0
Dnahc11,0,0,0
Dnahc17,0,0,82
Dnahc2,0,0,0
Dnahc5,0,0,207
Dnahc6,0,0,0
Dnahc7a,34,0,0
Dnahc7b,0,0,0
Dnahc8,0,0,0
Dnahc9,0,105,0
Dnaic1,0,0,0
Dnaic2,0,0,0
Dnaja1,3156,1763,4764
Dnaja2,2504,684,4724
Dnaja3,14,30,582
Dnaja4,0,0,935
Dnajb1,15,10,777
Dnajb11,773,0,603
Dnajb12,0,1,32
Dnajb13,0,0,0
Dnajb14,102,0,0
Dnajb2,280,904,1
Dnajb3,765,0,419
Dnajb4,439,342,485
Dnajb5,522,741,675
Dnajb6,3559,1525,2899
Dnajb7,0,0,0
Dnajb8,0,0,0
Dnajb9,0,0,210
Dnajc1,1401,12,201
Dnajc10,514,9,1087
Dnajc11,29,180,623
Dnajc12,2,0,0
Dnajc13,0,2,72
Dnajc14,160,0,667
Dnajc15,657,0,192
Dnajc16,14,1,243
Dnajc17,0,0,183
Dnajc18,1770,1137,467
Dnajc19,253,464,521
Dnajc2,19,9,217
Dnajc21,0,0,0
Dnajc22,0,0,0
Dnajc24,0,0,103
Dnajc25,0,0,205
Dnajc27,183,2,584
Dnajc28,0,0,0
Dnajc3,332,0,317
Dnajc30,0,0,774
Dnajc4,440,0,179
Dnajc5,2364,782,4696
Dnajc5b,0,0,0
Dnajc5g,0,0,0
Dnajc6,275,880,233
Dnajc7,999,1825,1840
Dnajc8,1555,55,1177
Dnajc9,918,1,139
Dnalc1,337,1758,180
Dnalc4,0,0,1661
Dnali1,0,0,0
Dnase1,0,0,0
Dnase1l1,0,0,0
Dnase1l2,0,0,0
Dnase1l3,4,0,2
Dnase2a,11,3,13
Dnase2b,0,0,0
Dnd1,0,0,0
Dner,483,146,1143
Dnlz,137,0,380
Dnm1,1510,804,1185
Dnm1l,294,36,1959
Dnm2,0,0,65
Dnm3,769,583,803
Dnm3os,13,0,8
Dnmbp,0,0,0
Dnmt1,0,2,470
Dnmt3a,1344,612,964
Dnmt3b,0,0,0
Dnmt3l,0,0,0
Dnpep,941,0,0
Dnph1,1,0,3
Dntt,0,0,0
Dnttip1,586,0,252
Dnttip2,0,0,147
Doc2a,0,286,58
Doc2b,436,0,385
Doc2g,0,0,0
Dock1,0,0,0
Dock10,190,750,783
Dock11,0,7,819
Dock2,0,0,0
Dock3,1517,974,1588
Dock4,88,8,84
Dock5,0,0,0
Dock6,0,0,0
Dock7,0,79,347
Dock8,0,0,0
Dock9,5,34,529
Dohh,352,1160,1229
Dok1,0,0,0
Dok2,0,0,0
Dok3,0,0,0
Dok4,0,0,362
Dok5,765,11,321
Dok6,0,0,21
Dok7,0,0,0
Dolk,358,0,0
Dolpp1,0,0,0
Dom3z,0,0,0
Donson,0,0,121
Dopey1,165,0,550
Dopey2,342,721,652
Dos,60,117,179
Dot1l,0,0,175
Doxl2,0,0,0
Dpagt1,407,0,324
Dpcd,389,0,204
Dpcr1,6,1,4
Dpep1,0,0,0
Dpep2,1,0,0
Dpep3,0,0,0
Dpf1,366,409,1167
Dpf2,256,0,449
Dpf3,0,322,220
Dph1,503,0,0
Dph2,0,0,347
Dph3,553,0,704
Dph5,9,0,3
Dpm1,184,900,1193
Dpm2,807,34,833
Dpm3,206,175,122
Dpp10,629,5,0
Dpp3,1064,389,0
Dpp4,0,6,0
Dpp6,897,420,1269
Dpp7,0,0,0
Dpp8,0,0,342
Dpp9,91,188,1
Dppa1,0,0,0
Dppa2,0,0,0
Dppa3,0,0,0
Dppa4,0,0,0
Dppa5a,0,0,0
Dpt,0,0,0
Dpy19l1,522,0,968
Dpy19l2,0,0,0
Dpy19l3,0,3,0
Dpy19l4,0,0,2
Dpy30,512,74,580
Dpyd,1410,0,12
Dpys,0,0,0
Dpysl2,7078,9544,12839
Dpysl3,105,80,10
Dpysl4,837,0,1557
Dpysl5,153,1,0
Dqx1,30,7,17
Dr1,1,1933,44
Dram1,0,0,0
Dram2,1430,0,221
Drap1,315,316,39
Draxin,3,1,0
Drd1a,0,0,378
Drd2,0,0,0
Drd3,0,0,0
Drd4,0,0,0
Drd5,0,51,0
Drg1,1918,0,562
Drg2,308,0,0
Drosha,5,2,1080
Drp2,0,3,4
Dsc1,0,0,0
Dsc2,0,0,0
Dsc3,0,0,0
Dscam,77,5,641
Dscaml1,0,0,265
Dscc1,0,0,0
Dscr3,0,3,546
Dse,0,57,0
Dsel,27,132,643
Dsg1a,0,0,0
Dsg1b,0,0,0
Dsg1c,0,0,0
Dsg2,1246,26,23
Dsg3,0,0,1
Dsg4,0,0,0
Dsn1,0,0,0
Dsp,0,1713,689
Dspp,0,0,0
Dst,198,33,710
Dstn,2676,1319,1937
Dstyk,0,39,645
Dtd1,2876,1346,1945
Dtd2,84,24,0
Dtl,0,0,0
Dtna,3054,198,469
Dtnb,985,0,428
Dtnbp1,0,0,0
Dtwd1,0,0,579
Dtwd2,0,1627,6
Dtx1,766,6,44
Dtx2,0,0,0
Dtx3,3201,304,762
Dtx3l,2,0,8
Dtx4,0,3,581
Dtymk,1045,617,124
Duox1,0,0,0
Duox2,0,0,0
Duoxa1,0,0,0
Duoxa2,0,0,0
Dupd1,0,0,0
Dus1l,1718,0,729
Dus2l,0,0,491
Dus3l,66,0,837
Dus4l,0,0,0
Dusp1,766,6,0
Dusp10,0,2,0
Dusp11,97,0,218
Dusp12,107,0,0
Dusp13,0,0,0
Dusp14,0,982,579
Dusp15,0,0,0
Dusp16,1,0,0
Dusp18,659,634,1605
Dusp19,116,0,0
Dusp2,0,0,0
Dusp21,0,0,0
Dusp22,4,5,8
Dusp23,381,630,192
Dusp26,115,97,0
Dusp27,0,0,0
Dusp28,714,1047,480
Dusp3,2913,262,526
Dusp4,0,0,0
Dusp5,0,0,0
Dusp6,0,0,0
Dusp7,38,0,376
Dusp8,2504,12,1861
Dusp9,0,0,0
Dut,864,1461,480
Dux,0,0,0
Duxbl1,0,0,0
Duxbl2,0,0,0
Duxbl3,0,0,0
Dvl1,0,0,0
Dvl2,8,0,10
Dvl3,227,0,396
Dydc1,0,0,0
Dydc2,0,0,0
Dym,2,153,736
Dynap,0,0,0
Dync1h1,352,484,2442
Dync1i1,53,54,977
Dync1i2,1451,241,2604
Dync1li1,27,36,538
Dync1li2,1209,689,1596
Dync2h1,315,3,51
Dync2li1,780,0,348
Dynll1,5333,4715,7583
Dynll2,612,746,355
Dynlrb1,2252,1909,2015
Dynlrb2,0,0,0
Dynlt1a,29,0,0
Dynlt1b,0,0,0
Dynlt1c,0,0,0
Dynlt1f,0,0,15
Dynlt3,1398,87,1098
Dyrk1a,654,501,107
Dyrk1b,0,0,1
Dyrk2,0,0,0
Dyrk3,0,965,82
Dyrk4,0,0,0
Dysf,0,0,0
Dytn,0,0,0
Dyx1c1,0,0,0
Dzank1,1175,1119,844
Dzip1,1044,85,12
Dzip1l,840,2,0
Dzip3,475,83,783
E030002O03Rik,0,0,0
E030003E18Rik,0,0,0
E030011O05Rik,0,74,0
E030013I19Rik,0,0,84
E030018B13Rik,0,0,0
E030019B06Rik,0,0,0
E030019B13Rik,0,0,0
E030024N20Rik,92,54,98
E030025P04Rik,0,0,0
E030030I06Rik,5,0,84
E030044B06Rik,0,0,0
E130003G02Rik,0,0,0
E130006D01Rik,0,0,0
E130008D07Rik,26,4,30
E130012A19Rik,0,0,0
E130018N17Rik,0,0,0
E130102H24Rik,104,0,0
E130112N10Rik,1,0,1
E130114P18Rik,425,1,0
E130201H02Rik,0,0,0
E130215H24Rik,0,0,0
E130218I03Rik,0,0,0
E130304I02Rik,0,0,0
E130307A14Rik,0,0,0
E130308A19Rik,0,0,0
E130309D02Rik,0,0,0
E130309D14Rik,0,3,0
E130309F12Rik,0,1781,826
E130310I04Rik,0,0,0
E130311K13Rik,18,2,517
E130317F20Rik,0,0,0
E230008N13Rik,0,0,0
E230016K23Rik,36,22,62
E230016M11Rik,0,0,0
E230019M04Rik,0,0,0
E230025N22Rik,0,0,0
E230029C05Rik,0,0,0
E2f1,75,1,15
E2f2,0,0,0
E2f3,652,4,6
E2f4,0,0,648
E2f5,0,0,0
E2f6,0,0,135
E2f7,0,0,0
E2f8,0,0,0
E330009J07Rik,0,0,0
E330011O21Rik,0,0,0
E330012B07Rik,0,0,0
E330013P04Rik,0,0,0
E330014E10Rik,0,0,0
E330017A01Rik,0,0,0
E330017L17Rik,0,0,0
E330020D12Rik,28,318,75
E330021D16Rik,0,0,0
E330023G01Rik,52,0,15
E330033B04Rik,22,18,35
E330034G19Rik,0,0,0
E430016F16Rik,0,0,0
E430018J23Rik,0,0,0
E430025E21Rik,0,0,1085
E4f1,30,1,541
E530001F21Rik,0,0,0
E530011L22Rik,41,2,2
EU599041,0,0,0
Eaf1,1132,0,10
Eaf2,2,1,6
Eapp,169,0,478
Ear1,0,0,0
Ear10,0,0,0
Ear11,0,0,0
Ear12,0,0,0
Ear14,0,0,0
Ear2,0,0,0
Ear3,0,0,0
Ear4,0,0,0
Ear5,0,0,0
Ear6,0,0,0
Ear7,0,0,0
Ears2,0,0,0
Ebag9,15,0,435
Ebf1,0,0,0
Ebf2,0,0,0
Ebf3,0,1,3
Ebf4,0,0,0
Ebi3,0,0,0
Ebna1bp2,0,0,1433
Ebp,200,0,712
Ebpl,1,0,420
Ecd,21,2,593
Ece1,1566,0,336
Ece2,0,0,0
Ecel1,0,0,0
Ech1,2184,95,0
Echdc1,0,0,0
Echdc2,739,0,0
Echdc3,0,0,0
Echs1,1844,122,1735
Eci1,273,21,60
Eci2,574,64,0
Eci3,0,0,0
Ecm1,0,0,0
Ecm2,37,14,21
Ecscr,0,0,0
Ecsit,748,0,1516
Ect2,0,2,0
Ect2l,0,0,0
Eda,0,0,0
Eda2r,0,0,0
Edar,0,0,0
Edaradd,0,0,0
Edc3,1492,0,88
Edc4,1,0,0
Eddm3b,0,0,0
Edem1,57,0,0
Edem2,0,0,109
Edem3,95,27,101
Edf1,660,340,1073
Edil3,241,35,2949
Edn1,0,0,7
Edn2,0,0,0
Edn3,0,0,0
Ednra,0,0,0
Ednrb,9,0,2
Eea1,0,63,710
Eed,0,13,285
Eef1a1,20761,14832,11070
Eef1a2,97,987,68
Eef1b2,2862,402,587
Eef1d,430,103,1503
Eef1e1,151,0,682
Eef1g,954,346,1528
Eef2,2687,704,877
Eef2k,3,877,7
Eefsec,0,0,471
Eepd1,0,0,262
Efcab1,0,0,0
Efcab10,265,0,126
Efcab11,0,0,0
Efcab12,0,0,0
Efcab14,87,0,113
Efcab2,0,0,0
Efcab3,0,0,0
Efcab4a,7,7,46
Efcab4b,0,0,0
Efcab5,5,0,0
Efcab6,0,0,0
Efcab7,0,0,0
Efcab8,0,0,0
Efcab9,0,0,0
Efcc1,8,8,5
Efemp1,0,0,0
Efemp2,0,0,0
Efha1,83,78,902
Efha2,2679,815,2041
Efhb,0,0,13
Efhc1,0,0,0
Efhc2,0,0,0
Efhd1,494,290,0
Efhd2,349,88,1
Efna1,0,0,726
Efna2,339,0,0
Efna3,169,0,135
Efna4,0,0,0
Efna5,0,0,2
Efnb1,0,0,0
Efnb2,0,0,569
Efnb3,1471,12,2055
Efr3a,189,1,163
Efr3b,701,247,19
Efs,0,0,0
Eftud1,0,0,255
Eftud2,2435,1244,2486
Egf,0,0,0
Egfbp2,0,0,0
Egfem1,88,2101,6
Egfl6,3,6,4
Egfl7,0,0,0
Egfl8,0,0,0
Egflam,0,0,0
Egfr,0,0,0
Egln1,0,0,460
Egln2,1181,1489,640
Egln3,0,3,0
Egr1,898,8,0
Egr2,0,0,0
Egr3,50,18,286
Egr4,0,0,0
Ehbp1,1177,51,3
Ehbp1l1,645,2,1000
Ehd1,638,166,1126
Ehd2,0,0,0
Ehd3,3182,1002,1523
Ehd4,0,0,0
Ehf,0,1,1
Ehhadh,0,0,0
Ehmt1,16,0,0
Ehmt2,675,0,23
Ei24,0,0,0
Eid1,799,204,296
Eid2,0,606,0
Eid2b,100,0,204
Eid3,0,0,0
Eif1,6229,4418,5903
Eif1a,26,3,567
Eif1ad,0,0,289
Eif1ax,741,1,529
Eif1b,1118,41,2127
Eif2a,0,0,16
Eif2ak1,1896,2527,270
Eif2ak2,122,38,52
Eif2ak3,0,0,389
Eif2ak4,0,0,0
Eif2b1,485,152,471
Eif2b2,472,0,4
Eif2b3,0,38,0
Eif2b4,792,2,436
Eif2b5,12,1,603
Eif2c1,1312,1122,157
Eif2c2,0,5,26
Eif2c3,0,2,509
Eif2c4,0,0,215
Eif2d,3,0,38
Eif2s1,1,66,1303
Eif2s2,1028,2050,1166
Eif2s3x,2821,90,131
Eif2s3y,387,0,0
Eif3a,747,77,707
Eif3b,159,779,182
Eif3c,1751,331,1596
Eif3d,0,1227,2294
Eif3e,1306,130,2357
Eif3f,544,36,347
Eif3g,475,1010,585
Eif3h,690,0,630
Eif3i,263,56,293
Eif3j1,0,0,0
Eif3j2,0,0,0
Eif3k,2069,839,1030
Eif3l,939,656,640
Eif3m,0,16,207
Eif4a1,4618,616,3134
Eif4a2,3444,364,4617
Eif4a3,741,1614,1679
Eif4b,94,75,909
Eif4e,1,447,3147
Eif4e1b,0,0,0
Eif4e2,616,23,1316
Eif4e3,30,1021,635
Eif4ebp1,0,0,0
Eif4ebp2,0,0,79
Eif4ebp3,0,0,130
Eif4enif1,1,0,756
Eif4g1,595,106,1460
Eif4g2,2560,182,3152
Eif4g3,311,262,1458
Eif4h,2888,1313,7327
Eif5,1466,1269,1496
Eif5a,6852,3344,6364
Eif5a2,312,0,0
Eif5b,118,962,1306
Eif6,1175,10,874
Elac1,0,3,535
Elac2,0,0,0
Elane,0,0,0
Elavl1,2669,251,797
Elavl2,22,0,0
Elavl3,494,99,560
Elavl4,14,54,1
Elf1,23,5,20
Elf2,0,0,108
Elf3,0,0,0
Elf4,0,0,0
Elf5,0,0,0
Elfn1,0,0,0
Elfn2,727,471,293
Elk1,572,24,1454
Elk3,14,0,0
Elk4,2,0,4
Ell,0,0,0
Ell2,20,17,15
Ell3,0,0,0
Elmo1,0,12,11
Elmo2,734,1264,5561
Elmo3,0,0,13
Elmod1,240,1859,1683
Elmod2,0,4,159
Elmod3,0,0,360
Elmsan1,8,0,202
Eln,2,0,0
Elof1,29,0,218
Elovl1,0,0,0
Elovl2,0,0,0
Elovl3,0,0,0
Elovl4,106,0,198
Elovl5,0,21,38
Elovl6,7,96,614
Elovl7,21,1,5
Elp2,8,172,500
Elp3,0,23,837
Elp4,0,52,0
Elp5,1147,0,1164
Elp6,29,0,327
Eltd1,0,0,0
Emb,2,0,2
Emc1,2065,29,805
Emc10,1570,1,1377
Emc2,2,267,364
Emc3,0,0,483
Emc4,909,88,2096
Emc6,416,20,932
Emc7,582,334,0
Emc8,2,5,1623
Emc9,0,0,579
Emcn,0,0,0
Emd,0,0,1
Eme1,0,0,0
Eme2,643,19,0
Emg1,326,0,331
Emid1,0,0,0
Emilin1,0,0,0
Emilin2,0,0,0
Emilin3,0,0,0
Eml1,0,0,5
Eml2,0,40,6
Eml3,0,0,445
Eml4,7,0,700
Eml5,64,65,1557
Eml6,0,0,386
Emp1,0,0,0
Emp2,27,2,9
Emp3,0,0,0
Emr1,0,0,0
Emr4,0,0,0
Emx1,0,126,0
Emx2,3,3,15
Emx2os,83,9,11
En1,0,0,0
En2,0,0,0
Enah,81,2,44
Enam,0,0,0
Enc1,3875,3423,11566
Endod1,1,4,227
Endog,0,0,55
Endou,0,0,0
Endov,20,0,62
Eng,0,0,0
Engase,0,0,0
Enho,295,1,0
Enkd1,0,0,0
Enkur,0,0,0
Eno1,90,0,83
Eno2,6738,2214,7244
Eno3,0,0,0
Eno4,0,0,0
Enoph1,1153,2,1010
Enox1,0,0,208
Enox2,0,0,27
Enpep,0,0,0
Enpp1,0,0,0
Enpp2,150,1,1
Enpp3,0,0,0
Enpp4,24,1,492
Enpp5,2,22,2778
Enpp6,0,0,0
Enpp7,0,0,0
Ensa,2870,971,4238
Enthd1,0,0,0
Enthd2,0,0,491
Entpd1,0,0,0
Entpd2,765,0,0
Entpd3,0,0,0
Entpd4,0,0,0
Entpd5,12,0,339
Entpd6,587,23,1444
Entpd7,0,0,6
Entpd8,0,0,0
Eny2,116,2,1048
Eogt,0,5,0
Eomes,6,4,4
Ep300,21,2,152
Ep400,0,1,583
Epas1,1269,2,106
Epb4.1,1,3,0
Epb4.1l1,1814,364,3447
Epb4.1l2,668,62,0
Epb4.1l3,50,89,0
Epb4.1l4a,0,0,859
Epb4.1l4b,0,0,283
Epb4.1l5,380,0,0
Epb4.2,8,0,8
Epb4.9,2585,21,3709
Epc1,665,34,593
Epc2,3158,1,346
Epcam,0,0,0
Epdr1,821,12,1790
Epg5,159,15,23
Epgn,0,0,0
Epha1,0,0,0
Epha10,1223,1,42
Epha2,0,0,0
Epha3,0,0,0
Epha4,4553,270,6451
Epha5,11,147,410
Epha6,140,588,0
Epha7,1758,13,3226
Epha8,0,0,0
Ephb1,0,0,0
Ephb2,9,233,12
Ephb3,6,0,337
Ephb4,0,0,0
Ephb6,1,0,0
Ephx1,0,0,60
Ephx2,0,0,2
Ephx3,3,0,3
Ephx4,376,105,270
Epm2a,0,0,0
Epm2aip1,980,417,1169
Epn1,157,90,126
Epn2,1700,1954,1833
Epn3,0,0,0
Epo,0,0,0
Epor,682,0,0
Eppin,0,0,0
Eppk1,0,0,0
Eprs,1031,59,480
Eps15,7,341,615
Eps15l1,0,0,268
Eps8,0,0,0
Eps8l1,0,0,0
Eps8l2,0,8,275
Eps8l3,0,0,0
Epsti1,0,0,0
Ept1,126,1,565
Epx,0,0,0
Epyc,0,0,0
Eqtn,0,0,0
Eral1,9,6,3
Erap1,0,1,0
Eras,0,0,0
Erbb2,0,0,0
Erbb2ip,57,1,158
Erbb3,0,0,0
Erbb4,0,0,0
Erc1,157,19,596
Erc2,1774,2060,3539
Ercc1,1300,359,598
Ercc2,0,0,20
Ercc3,951,1,131
Ercc4,43,6,26
Ercc5,0,0,110
Ercc6,14,14,350
Ercc6l,0,0,0
Ercc6l2,0,1,0
Ercc8,0,1139,0
Erdr1,0,0,1
Ereg,0,0,0
Erf,293,0,133
Erg,0,0,0
Ergic1,154,18,818
Ergic2,0,0,174
Ergic3,1042,786,2030
Erh,1711,1076,701
Eri1,0,571,0
Eri2,312,0,0
Eri3,556,32,323
Erich1,4,358,19
Erich2,0,0,0
Erlec1,20,1,94
Erlin1,0,0,0
Erlin2,0,1371,855
Ermap,23,0,23
Ermn,113,49,23
Ermp1,2,7,1098
Ern1,0,0,0
Ern2,0,0,0
Ero1l,1,91,778
Ero1lb,0,0,0
Erp27,0,0,0
Erp29,0,0,1822
Erp44,1,0,18
Errfi1,1,1,662
Erv3,1,3,1
Esam,0,0,0
Esco1,0,0,497
Esco2,0,0,0
Esd,2132,54,1790
Esf1,714,44,4
Esm1,0,0,0
Espl1,0,0,0
Espn,0,0,0
Espnl,0,0,0
Esr1,0,0,0
Esr2,13,12,6
Esrp1,0,0,0
Esrp2,0,0,0
Esrra,0,0,4
Esrrb,0,0,0
Esrrg,0,2,1
Esx1,0,0,0
Esyt1,0,1,0
Esyt2,0,4,0
Esyt3,0,0,740
Etaa1,1,132,0
Etd,0,0,0
Etf1,47,318,734
Etfa,959,3,418
Etfb,399,59,461
Etfdh,1017,0,163
Ethe1,2,0,0
Etl4,15,0,0
Etnk1,611,374,1006
Etnk2,0,0,0
Etohd2,0,0,0
Etohi1,99,11,225
Ets1,0,0,0
Ets2,784,371,914
Etv1,393,4,717
Etv2,0,0,0
Etv3,0,0,0
Etv4,0,0,0
Etv5,0,3,1
Etv6,0,0,0
Eva1a,0,0,0
Eva1b,0,0,0
Eva1c,0,0,0
Evc,0,0,0
Evc2,0,0,612
Evi2a,0,0,0
Evi2b,0,0,0
Evi5,312,76,528
Evi5l,0,0,379
Evl,85,0,2
Evpl,0,0,39
Evx1,0,0,0
Evx2,0,0,0
Ewsr1,2420,1174,2408
Exd1,0,0,0
Exd2,566,49,1871
Exo1,5,0,0
Exo5,0,0,276
Exoc1,0,7,586
Exoc2,64,1,465
Exoc3,2244,18,44
Exoc3l,0,0,434
Exoc3l4,0,0,0
Exoc4,167,0,709
Exoc5,670,2434,15
Exoc6,276,0,271
Exoc6b,0,57,323
Exoc7,164,0,1733
Exoc8,2,0,80
Exog,0,3,64
Exosc1,414,458,109
Exosc10,18,0,1242
Exosc2,141,113,484
Exosc3,0,0,167
Exosc4,52,34,876
Exosc5,0,0,251
Exosc6,0,0,0
Exosc7,537,0,112
Exosc8,0,0,707
Exosc9,26,18,636
Exph5,0,0,0
Ext1,0,0,8
Ext2,1,0,1363
Extl1,0,0,98
Extl2,1151,39,3012
Extl3,27,168,78
Eya1,0,0,71
Eya2,0,0,0
Eya3,65,0,0
Eya4,0,0,0
Ezh1,4549,2,407
Ezh2,0,0,313
Ezr,1026,0,52
F10,26,19,31
F11,0,0,0
F11r,3,2,3
F12,0,0,0
F13a1,0,50,0
F13b,0,0,0
F2,0,0,0
F2r,0,0,0
F2rl1,1,0,0
F2rl2,0,0,0
F2rl3,0,0,0
F3,0,0,0
F420014N23Rik,1,0,15
F5,0,0,0
F630028O10Rik,0,0,0
F630042J09Rik,0,0,0
F630111L10Rik,5,1,60
F630206G17Rik,0,0,0
F7,0,0,0
F730035M05Rik,0,0,1
F730043M19Rik,264,628,175
F8,0,0,0
F830002L21Rik,0,0,0
F830016B08Rik,27,18,16
F830045P16Rik,0,0,0
F8a,0,0,187
F9,0,0,0
F930015N05Rik,0,0,0
Fa2h,148,0,0
Faah,863,48,1948
Fabp1,0,0,0
Fabp12,0,0,0
Fabp2,0,0,0
Fabp3,733,60,477
Fabp4,0,0,0
Fabp5,1086,0,256
Fabp6,0,0,0
Fabp7,0,628,0
Fabp9,0,0,0
Fadd,13,0,56
Fads1,377,710,381
Fads2,0,0,1195
Fads3,0,0,0
Fads6,0,0,0
Faf1,3,75,24
Faf2,641,0,533
Fah,0,0,331
Fahd1,1,15,97
Fahd2a,871,36,0
Faim,1146,0,1073
Faim2,980,882,8818
Faim3,0,0,0
Fam101a,0,0,0
Fam101b,0,23,0
Fam102a,1,205,307
Fam102b,0,3,0
Fam103a1,1369,671,2016
Fam104a,252,253,1283
Fam105a,1047,0,0
Fam105b,0,0,81
Fam107a,1,0,29
Fam107b,0,0,224
Fam108a,94,779,117
Fam108b,251,103,293
Fam108c,9,12,424
Fam109a,0,0,0
Fam109b,0,0,0
Fam110a,0,0,0
Fam110b,26,748,392
Fam110c,0,0,0
Fam111a,10,0,0
Fam114a1,0,0,0
Fam114a2,0,34,760
Fam115a,282,466,1699
Fam115c,0,0,0
Fam115e,0,0,0
Fam117a,0,0,0
Fam117b,476,0,556
Fam118a,10,1,792
Fam118b,0,90,907
Fam120a,608,77,443
Fam120aos,0,0,0
Fam120b,1235,3,861
Fam120c,395,342,897
Fam122a,93,19,71
Fam122b,0,0,0
Fam122c,0,0,0
Fam124a,123,2,9
Fam124b,0,0,0
Fam126a,223,0,0
Fam126b,1378,690,736
Fam129a,0,0,0
Fam129b,0,0,0
Fam129c,0,0,0
Fam131a,3578,5657,7563
Fam131b,3,257,28
Fam131c,0,0,0
Fam132a,0,0,0
Fam132b,0,0,0
Fam133b,386,0,414
Fam134a,83,0,977
Fam134b,157,1,339
Fam134c,0,2,371
Fam135a,0,0,0
Fam135b,0,0,682
Fam136a,19,171,1351
Fam13a,0,0,0
Fam13b,434,1,182
Fam13c,952,146,1311
Fam149a,0,0,0
Fam149b,548,0,20
Fam150a,0,0,0
Fam150b,0,0,0
Fam151a,0,0,0
Fam151b,0,0,0
Fam154a,0,0,0
Fam154b,0,0,19
Fam155a,542,16,1014
Fam159a,0,0,0
Fam159b,0,0,0
Fam160a1,4,1,815
Fam160a2,0,0,81
Fam160b1,26,66,0
Fam160b2,41,73,598
Fam161a,0,0,0
Fam161b,42,55,30
Fam162a,324,0,515
Fam162b,0,0,0
