,GSM3690875_HC_G15_htseq,GSM3690877_HC_G17_htseq,GSM3690876_HC_G16_htseq
Csrp1,49,2,12
Csrp2,77,0,0
Csrp2bp,0,5,12
Csrp3,0,0,0
Cst10,0,0,0
Cst11,0,0,0
Cst12,0,0,0
Cst13,0,0,0
Cst3,6016,3898,10763
Cst6,0,0,6
Cst7,67,0,0
Cst8,0,0,0
Cst9,0,0,0
Csta,0,0,0
Cstad,187,96,0
Cstb,12,934,9
Cstf1,457,14,0
Cstf2,66,116,272
Cstf2t,117,104,336
Cstf3,560,78,75
Cstl1,0,0,0
Ctag2,0,0,0
Ctage5,21,0,2
Ctbp1,137,848,60
Ctbp2,70,229,11
Ctbs,34,0,0
Ctc1,1,30,9
Ctcf,452,286,11
Ctcfl,29,14,16
Ctdnep1,13,30,0
Ctdp1,0,2,0
Ctdsp1,0,3,0
Ctdsp2,49,1,17
Ctdspl,3,9,30
Ctdspl2,93,16,11
Ctf1,0,0,0
Ctf2,0,0,0
Ctgf,12,22,0
Cth,0,0,0
Cthrc1,0,0,0
Ctif,17,10,1
Ctla2a,129,53,118
Ctla2b,0,0,0
Ctla4,0,0,0
Ctnna1,103,126,0
Ctnna2,2,251,195
Ctnna3,0,0,0
Ctnnal1,0,0,0
Ctnnb1,691,1049,106
Ctnnbip1,87,0,14
Ctnnbl1,1,25,11
Ctnnd1,4,4,0
Ctnnd2,479,158,46
Ctns,0,297,0
Ctps,407,9,28
Ctps2,121,495,0
Ctr9,421,513,0
Ctrb1,0,0,0
Ctrc,0,0,0
Ctrl,0,0,0
Cts3,0,0,0
Cts6,0,0,0
Cts7,0,0,0
Cts8,20,21,21
Cts8-ps,0,1,0
Ctsa,418,822,13
Ctsb,673,2550,30
Ctsc,0,0,0
Ctsd,1785,3416,50
Ctse,0,0,0
Ctsf,70,538,0
Ctsg,0,0,0
Ctsh,40,0,0
Ctsj,0,0,0
Ctsk,0,0,0
Ctsl,50,79,1
Ctsll3,0,0,0
Ctsm,0,0,0
Ctso,6,0,0
Ctsq,0,0,0
Ctsr,0,0,0
Ctss,1309,862,678
Ctsw,0,0,0
Ctsz,12,1,0
Cttn,246,22,52
Cttnbp2,520,405,376
Cttnbp2nl,194,0,0
Ctu1,34,0,0
Ctu2,518,5,7
Ctxn1,35,1423,15
Ctxn2,35,283,15
Ctxn3,0,340,0
Cubn,0,0,1
Cuedc1,3,0,22
Cuedc2,22,1646,209
Cul1,663,262,64
Cul2,121,4,0
Cul3,102,946,10
Cul4a,0,207,0
Cul4b,67,0,0
Cul5,409,1219,1
Cul7,3,0,1
Cul9,11,9,8
Cuta,283,448,0
Cutc,0,0,0
Cux1,64,0,5
Cux2,6,6,4
Cuzd1,0,0,0
Cwc15,6,240,391
Cwc22,64,6,71
Cwc25,64,217,189
Cwc27,8,996,0
Cwf19l1,131,0,6
Cwf19l2,41,0,14
Cwh43,0,0,7
Cx3cl1,163,281,1037
Cx3cr1,735,475,112
Cxadr,29,9,60
Cxcl1,0,0,0
Cxcl10,0,0,0
Cxcl11,1,0,0
Cxcl12,68,4,1
Cxcl13,0,0,0
Cxcl14,29,9,0
Cxcl16,0,0,0
Cxcl17,0,0,0
Cxcl2,0,0,0
Cxcl3,0,0,0
Cxcl5,2,0,1
Cxcl9,8,7,2
Cxcr1,0,0,0
Cxcr2,844,479,937
Cxcr3,0,0,0
Cxcr4,0,0,0
Cxcr5,0,0,0
Cxcr6,0,0,0
Cxcr7,0,0,0
Cxx1a,10,15,44
Cxx1b,14,171,77
Cxx1c,2,378,30
Cxxc1,141,0,0
Cxxc4,30,21,7
Cxxc5,112,65,132
Cyb5,221,703,1
Cyb561,0,1183,0
Cyb561d1,2,0,0
Cyb561d2,1,4,3
Cyb5b,59,39,4
Cyb5d1,0,0,0
Cyb5d2,31,1097,36
Cyb5r1,66,182,130
Cyb5r2,0,0,0
Cyb5r3,296,1175,165
Cyb5r4,65,330,160
Cyb5rl,0,0,0
Cyba,96,0,0
Cybasc3,0,0,0
Cybb,0,20,0
Cybrd1,32,9,27
Cyc1,40,2457,170
Cycs,332,2212,398
Cyct,0,0,0
Cyfip1,40,1177,22
Cyfip2,731,2729,818
Cygb,40,182,277
Cyhr1,103,1387,2
Cylc1,0,0,0
Cylc2,0,0,0
Cyld,546,1099,190
Cym,0,0,0
Cyp11a1,0,0,0
Cyp11b1,0,0,0
Cyp11b2,0,0,0
Cyp17a1,0,0,0
Cyp19a1,0,0,0
Cyp1a1,0,0,0
Cyp1a2,0,0,0
Cyp1b1,0,12,3
Cyp20a1,0,0,0
Cyp21a1,0,0,0
Cyp24a1,0,0,0
Cyp26a1,4,0,0
Cyp26b1,0,8,23
Cyp26c1,0,0,0
Cyp27a1,0,0,0
Cyp27b1,0,0,0
Cyp2a12,0,0,0
Cyp2a22,0,0,0
Cyp2a4,0,0,0
Cyp2a5,0,0,0
Cyp2ab1,0,0,0
Cyp2b10,0,0,0
Cyp2b13,0,0,0
Cyp2b19,0,0,0
Cyp2b23,0,0,0
Cyp2b9,0,0,0
Cyp2c29,0,0,0
Cyp2c37,0,0,0
Cyp2c38,0,0,0
Cyp2c39,0,0,0
Cyp2c40,0,0,0
Cyp2c44,0,0,0
Cyp2c50,0,0,0
Cyp2c53-ps,0,0,0
Cyp2c54,0,0,0
Cyp2c55,0,0,0
Cyp2c65,0,0,0
Cyp2c66,0,0,122
Cyp2c67,0,0,0
Cyp2c68,0,0,0
Cyp2c69,0,0,0
Cyp2c70,0,0,0
Cyp2d10,0,0,0
Cyp2d11,0,0,0
Cyp2d12,0,0,0
Cyp2d13,0,0,0
Cyp2d22,0,0,0
Cyp2d26,0,0,0
Cyp2d34,0,0,0
Cyp2d37-ps,0,0,0
Cyp2d40,0,0,0
Cyp2d9,0,0,0
Cyp2e1,49,2,9
Cyp2f2,0,0,0
Cyp2g1,0,0,0
Cyp2j11,0,0,0
Cyp2j12,0,0,0
Cyp2j13,0,0,0
Cyp2j5,0,4,0
Cyp2j6,0,16,6
Cyp2j8,0,0,0
Cyp2j9,43,1,0
Cyp2r1,10,0,0
Cyp2s1,0,0,0
Cyp2t4,0,0,0
Cyp2u1,0,0,0
Cyp2w1,0,0,0
Cyp39a1,0,0,0
Cyp3a11,0,0,0
Cyp3a13,0,0,0
Cyp3a16,0,0,0
Cyp3a25,0,0,0
Cyp3a41a,0,0,0
Cyp3a41b,0,0,0
Cyp3a44,0,0,0
Cyp3a57,0,0,0
Cyp3a59,0,0,0
Cyp46a1,213,86,193
Cyp4a10,0,0,0
Cyp4a12a,0,0,0
Cyp4a12b,0,0,0
Cyp4a14,0,0,0
Cyp4a29-ps,0,0,0
Cyp4a30b-ps,0,0,0
Cyp4a31,13,13,5
Cyp4a32,0,0,0
Cyp4b1,0,0,0
Cyp4f13,1,0,0
Cyp4f14,1,0,0
Cyp4f15,0,0,0
Cyp4f16,0,0,146
Cyp4f17,0,0,0
Cyp4f18,0,25,0
Cyp4f39,0,0,0
Cyp4f40,0,3,0
Cyp4f41-ps,0,0,0
Cyp4v3,0,7,0
Cyp4x1,0,0,0
Cyp51,2,136,578
Cyp7a1,0,0,0
Cyp7b1,16,1,0
Cyp8b1,0,0,0
Cypt1,0,0,0
Cypt10,0,0,0
Cypt12,0,0,0
Cypt14,0,0,0
Cypt15,0,0,0
Cypt2,0,0,0
Cypt3,0,0,0
Cypt4,0,0,0
Cypt7,0,0,0
Cypt8,0,0,0
Cypt9,0,0,0
Cyr61,0,0,0
Cys1,19,9,0
Cysltr1,117,0,0
Cysltr2,0,0,0
Cystm1,15,168,0
Cyth1,60,15,19
Cyth2,2,1347,341
Cyth3,9,121,0
Cyth4,4,0,0
Cytip,4,6,0
Cytl1,0,0,0
Cyyr1,0,0,1
D030018L15Rik,0,0,0
D030024E09Rik,0,0,1
D030025E07Rik,0,0,0
D030025P21Rik,0,0,0
D030028A08Rik,25,4,0
D030040B21Rik,60,44,33
D030045P18Rik,0,0,0
D030047H15Rik,0,0,156
D030056L22Rik,21,43,0
D10Bwg1379e,65,133,119
D10Jhu81e,35,15,0
D10Wsu102e,1,4,0
D10Wsu52e,277,1408,313
D11Wsu47e,0,669,0
D130009I18Rik,0,0,0
D130017N08Rik,1,62,3
D130020L05Rik,58,44,42
D130040H23Rik,0,0,0
D130043K22Rik,0,90,0
D130058E03,0,0,0
D14Abb1e,61,29,519
D15Ertd621e,272,94,2
D16Ertd472e,20,124,17
D16Ertd519e,0,0,0
D17Ertd648e,2,2,0
D17H6S53E,315,157,250
D17Wsu104e,39,0,0
D17Wsu92e,392,408,2
D19Bwg1357e,245,246,7
D19Ertd737e,0,0,21
D1Ertd622e,0,176,67
D1Pas1,0,0,0
D230025D16Rik,157,1,0
D230030E09Rik,0,0,0
D2Wsu81e,10,104,178
D2hgdh,0,0,0
D330022K07Rik,147,0,0
D330023K18Rik,28,0,0
D330041H03Rik,236,163,283
D330045A20Rik,0,0,0
D330050G23Rik,0,0,0
D330050I16Rik,7,11,17
D3Bwg0562e,1550,7534,462
D3Ertd254e,252,639,325
D3Ertd751e,33,9,83
D430019H16Rik,16,29,229
D430020J02Rik,2,0,0
D430036J16Rik,0,0,0
D430041D05Rik,333,1623,9
D430042O09Rik,0,80,0
D4Ertd617e,0,0,0
D4Wsu53e,524,1023,77
D530049I02Rik,0,0,0
D5Ertd577e,0,0,0
D5Ertd579e,73,369,423
D5Ertd605e,6,0,13
D630003M21Rik,0,0,0
D630010B17Rik,0,0,0
D630013N20Rik,6,0,0
D630023F18Rik,4,1,0
D630029K05Rik,0,0,0
D630032N06Rik,0,0,0
D630033O11Rik,0,0,0
D630037F22Rik,102,0,1
D630039A03Rik,0,0,0
D630041G03Rik,35,0,0
D630045J12Rik,151,372,2
D630045M09Rik,9,11,9
D6Ertd474e,0,0,0
D6Ertd527e,0,0,0
D6Wsu163e,2,272,0
D730001G18Rik,0,0,0
D730005E14Rik,0,98,0
D730039F16Rik,0,0,0
D730045A05Rik,1,0,0
D730048I06Rik,0,0,0
D730050B12Rik,0,0,0
D7Ertd143e,0,3,0
D7Ertd443e,0,0,0
D7Ertd715e,131,0,0
D830005E20Rik,19,16,0
D830013O20Rik,0,0,0
D830015G02Rik,0,16,0
D830030K20Rik,2024,900,818
D830031N03Rik,0,5,0
D830046C22Rik,0,0,0
D8Ertd738e,502,1020,9
D8Ertd82e,178,958,1
D930007P13Rik,0,0,0
D930015E06Rik,11,0,0
D930015M05Rik,0,0,0
D930016D06Rik,186,13,0
D930020B18Rik,0,0,0
D930028M14Rik,0,0,0
D930032P07Rik,0,5,0
D930048N14Rik,0,0,1
DQ267100,0,0,0
DQ267101,0,0,0
DQ267102,1,0,0
DXBay18,0,0,0
Daam1,141,120,87
Daam2,0,214,0
Dab1,1688,1383,1404
Dab2,0,0,0
Dab2ip,7,0,58
Dach1,26,1,2
Dach2,0,0,0
Dact1,0,13,0
Dact2,0,0,0
Dact3,23,15,2
Dad1,134,883,0
Daf2,0,0,0
Dag1,84,414,0
Dagla,184,250,3
Daglb,45,60,1
Dak,0,4,0
Dalrd3,0,463,0
Dancr,0,3,0
Dand5,1,0,0
Dao,0,0,0
Dap,0,0,0
Dap3,139,103,333
Dapk1,526,90,10
Dapk2,0,0,0
Dapk3,1,3,0
Dapl1,12,0,0
Dapp1,58,0,0
Darc,154,713,0
Dars,224,1698,1
Dars2,12,14,19
Daxx,7,24,0
Dazap1,18,1,0
Dazap2,39,1103,86
Dazl,1,0,0
Dbc1,1761,1961,110
Dbf4,0,0,0
Dbh,0,0,0
Dbi,962,1285,281
Dbil5,0,0,0
Dbn1,757,15,37
Dbndd1,5,0,29
Dbndd2,59,80,41
Dbnl,3,51,687
Dbp,0,1,0
Dbpht2,72,1127,5
Dbr1,1,0,4
Dbt,305,13,303
Dbx1,0,0,0
Dbx2,0,0,0
Dcaf10,340,487,347
Dcaf11,21,254,0
Dcaf12,415,9,3
Dcaf12l1,210,131,181
Dcaf12l2,3,5,0
Dcaf13,108,5,1
Dcaf15,0,0,0
Dcaf17,163,1456,51
Dcaf4,0,273,3
Dcaf5,105,48,0
Dcaf6,427,380,74
Dcaf7,114,670,994
Dcaf8,1,16,0
Dcakd,23,1,0
Dcbld1,0,1,22
Dcbld2,3,235,0
Dcc,51,83,91
Dcdc2a,4,8,1
Dcdc2b,13,57,0
Dcdc2c,199,151,22
Dchs1,0,0,0
Dck,19,21,45
Dclk1,1290,2575,141
Dclk2,341,34,0
Dclk3,14,733,2
Dclre1a,0,0,0
Dclre1b,1,0,1
Dclre1c,497,461,842
Dcn,17,0,291
Dcp1a,0,220,0
Dcp1b,57,21,0
Dcp2,27,358,133
Dcpp1,0,0,0
Dcpp2,0,0,0
Dcpp3,0,0,0
Dcps,2,0,0
Dcst1,0,0,0
Dcstamp,0,0,0
Dct,0,0,0
Dctd,0,0,0
Dctn1,160,1703,375
Dctn2,111,1103,305
Dctn3,21,931,58
Dctn4,650,793,10
Dctn5,164,1218,0
Dctn6,19,638,0
Dctpp1,101,4,0
Dcun1d1,397,1,0
Dcun1d2,8,1197,0
Dcun1d3,3,1,9
Dcun1d4,15,1508,43
Dcun1d5,104,7,67
Dcx,17,19,3
Dcxr,0,89,1
Dda1,18,1546,419
Ddah1,94,685,1
Ddah2,36,0,0
Ddb1,93,1079,67
Ddb2,0,0,0
Ddc,178,0,190
Ddhd1,7,1,22
Ddhd2,119,45,43
Ddi1,0,0,0
Ddi2,0,103,0
Ddit3,19,981,1
Ddit4,1,0,3
Ddit4l,5,2,7
Ddn,192,1721,955
Ddo,0,0,0
Ddost,6,176,0
Ddr1,0,3,2
Ddr2,6,28,3
Ddrgk1,133,775,0
Ddt,3,261,103
Ddx1,64,311,152
Ddx10,13,62,1
Ddx11,35,8,4
Ddx17,660,562,361
Ddx18,59,36,145
Ddx19a,68,0,2
Ddx19b,48,41,0
Ddx20,0,0,0
Ddx21,87,350,25
Ddx23,2,31,0
Ddx24,578,2121,309
Ddx25,20,209,117
Ddx26b,140,0,0
Ddx27,56,190,92
Ddx28,0,788,0
Ddx31,0,0,0
Ddx39,0,1076,0
Ddx39b,117,76,5
Ddx3x,61,72,111
Ddx3y,130,270,0
Ddx4,1,0,0
Ddx41,23,84,1
Ddx42,190,267,14
Ddx43,0,0,0
Ddx46,235,729,227
Ddx47,37,53,134
Ddx49,0,145,0
Ddx5,1870,3371,219
Ddx50,24,530,71
Ddx51,4,77,0
Ddx52,36,0,10
Ddx54,158,0,0
Ddx55,30,16,3
Ddx56,104,433,0
Ddx58,0,0,0
Ddx59,0,0,0
Ddx6,224,279,28
Ddx60,0,0,88
Deaf1,11,1,0
Dear1,0,0,0
Deb1,302,688,81
Decr1,121,1,79
Decr2,201,720,100
Dedd,1,786,0
Dedd2,0,632,42
Def6,0,0,185
Def8,75,0,0
Defa-ps1,0,0,0
Defa-ps12,0,0,0
Defa-ps13,0,0,0
Defa-rs1,0,0,0
Defa-rs7,0,0,0
Defa17,0,0,0
Defa20,0,0,0
Defa21,0,0,0
Defa22,0,0,0
Defa23,0,0,0
Defa24,0,0,0
Defa25,0,0,0
Defa26,0,0,0
Defa3,0,0,0
Defa4,0,0,0
Defa5,0,0,0
Defa6,0,0,0
Defb1,0,0,0
Defb10,0,0,0
Defb11,0,0,0
Defb12,0,0,0
Defb13,0,0,0
Defb14,0,0,0
Defb15,0,0,0
Defb18,0,0,0
Defb19,0,0,0
Defb2,0,0,0
Defb20,0,0,0
Defb21,0,0,0
Defb22,0,0,0
Defb23,0,0,0
Defb25,0,0,0
Defb26,0,0,0
Defb28,0,0,0
Defb29,0,0,0
Defb3,0,0,0
Defb30,0,0,0
Defb33,0,0,0
Defb34,0,0,0
Defb35,0,0,0
Defb36,0,0,0
Defb37,0,0,0
Defb38,0,0,0
Defb39,0,0,0
Defb4,0,0,0
Defb40,0,0,0
Defb41,0,0,0
Defb42,0,0,0
Defb43,0,0,0
Defb44-ps,0,0,0
Defb45,0,7,0
Defb46,0,0,0
Defb47,0,0,0
Defb48,0,0,0
Defb5,0,0,0
Defb50,0,0,0
Defb6,0,0,0
Defb7,0,0,0
Defb8,0,0,0
Defb9,0,0,0
Degs1,266,673,0
Degs2,0,0,0
Dek,170,1225,384
Dennd1a,0,2,0
Dennd1b,43,445,0
Dennd1c,14,0,0
Dennd2a,0,8,0
Dennd2c,0,0,0
Dennd2d,0,0,0
Dennd3,0,0,0
Dennd4a,40,113,3
Dennd4b,3,0,0
Dennd4c,33,0,2
Dennd5a,8,435,31
Dennd5b,383,502,418
Dennd6a,361,469,245
Dennd6b,0,0,1
Denr,227,357,21
Depdc1a,0,0,0
Depdc1b,0,0,0
Depdc5,17,52,386
Depdc7,0,284,0
Deptor,9,0,0
Dera,0,0,0
Derl1,54,2201,3
Derl2,506,4,10
Derl3,1,0,0
Des,0,0,0
Desi1,301,1,28
Desi2,4,266,5
Det1,0,0,0
Dexi,0,107,2
Dffa,0,0,0
Dffb,0,1041,0
Dfna5,0,0,0
Dfnb59,0,0,0
Dgat1,3,151,11
Dgat2,33,711,0
Dgat2l6,8,0,0
Dgcr14,11,25,31
Dgcr2,103,28,92
Dgcr6,33,404,72
Dgcr8,291,11,0
Dgka,1,0,0
Dgkb,117,136,0
Dgkd,55,583,100
Dgke,113,37,75
Dgkg,37,701,132
Dgkh,158,59,1
Dgki,517,52,7
Dgkk,0,8,0
Dgkq,0,0,0
Dgkz,11,32,375
Dguok,88,601,1
Dhcr24,162,13,131
Dhcr7,29,1,1
Dhdds,46,1633,0
Dhdh,12,2,1
Dhfr,11,3,1
Dhh,0,0,0
Dhodh,0,700,0
Dhps,6,195,0
Dhrs1,26,135,437
Dhrs11,0,0,0
Dhrs13,0,0,0
Dhrs2,0,0,0
Dhrs3,21,1,0
Dhrs4,0,0,0
Dhrs7,0,106,0
Dhrs7b,0,4,0
Dhrs7c,0,0,0
Dhrs9,0,0,0
Dhrsx,0,0,0
Dhtkd1,0,0,0
Dhx15,5,734,55
Dhx16,0,39,1
Dhx29,0,459,0
Dhx30,10,151,3
Dhx32,0,0,0
Dhx33,0,194,0
Dhx34,0,0,0
Dhx35,0,0,0
Dhx36,260,485,943
Dhx37,22,35,3
Dhx38,0,4,52
Dhx40,229,35,4
Dhx57,45,172,0
Dhx58,0,0,0
Dhx8,41,1,1
Dhx9,181,307,296
Diablo,28,93,0
Diap1,21,9,227
Diap2,49,46,194
Diap3,14,0,0
Dicer1,9,1,6
Dido1,395,4,1
Diexf,438,0,0
Dimt1,140,53,0
Dio1,0,0,0
Dio2,209,0,0
Dio3,0,0,0
Dio3os,0,0,0
Dip2a,107,32,0
Dip2b,304,447,121
Dip2c,199,1007,23
Diras1,119,11,4
Diras2,245,704,781
Dirc2,22,20,0
Dis3,0,0,0
Dis3l,2,4,1
Dis3l2,0,63,2
Disc1,0,0,0
Disp1,0,96,0
Disp2,88,1385,1
Dixdc1,43,101,7
Dkc1,248,229,60
Dkk1,37,16,20
Dkk2,47,43,31
Dkk3,86,0,49
Dkk4,0,0,0
Dkkl1,0,20,0
Dlat,54,246,33
Dlc1,26,8,11
Dld,42,1239,13
Dlec1,0,0,0
Dleu2,13,1065,0
Dleu7,1,0,0
Dlg1,46,3,2
Dlg2,244,24,69
Dlg3,85,602,255
Dlg4,253,83,4
Dlg5,51,68,0
Dlgap1,1554,4652,309
Dlgap2,281,57,628
Dlgap3,37,89,155
Dlgap4,508,451,60
Dlgap5,21,29,7
Dlk1,21,0,0
Dlk2,0,0,0
Dll1,0,0,0
Dll3,0,3,0
Dll4,0,0,0
Dlst,6,23,0
Dlx1,13,24,0
Dlx1as,0,58,0
Dlx2,0,0,0
Dlx3,0,0,0
Dlx4,0,0,0
Dlx5,20,0,0
Dlx6,0,2,8
Dlx6as1,0,0,0
Dlx6as2,0,0,0
Dmap1,45,586,0
Dmbt1,0,0,0
Dmbx1,3,1,1
Dmc1,0,0,0
Dmd,97,20,171
Dmgdh,0,0,0
Dmkn,1,0,0
Dmp1,0,0,0
Dmpk,2,363,0
Dmrt1,0,0,0
Dmrt2,0,0,0
Dmrt3,7,0,0
Dmrta1,7,4,2
Dmrta2,0,0,0
Dmrtb1,0,0,0
Dmrtc1a,0,0,0
Dmrtc1b,0,0,0
Dmrtc1c1,0,0,0
Dmrtc1c2,0,0,0
Dmrtc2,0,0,0
Dmtf1,293,217,1
Dmwd,0,478,0
Dmxl1,22,326,15
Dmxl2,763,911,25
Dna2,1,0,0
Dnaaf1,0,0,0
Dnaaf2,0,0,0
Dnaaf3,0,0,0
Dnahc1,0,0,0
Dnahc10,0,1,0
Dnahc11,0,0,0
Dnahc17,0,24,0
Dnahc2,0,0,0
Dnahc5,2,0,140
Dnahc6,0,1,0
Dnahc7a,0,0,13
Dnahc7b,0,0,0
Dnahc8,0,0,0
Dnahc9,0,0,95
Dnaic1,0,0,0
Dnaic2,0,0,0
Dnaja1,932,1416,806
Dnaja2,64,2874,190
Dnaja3,115,872,0
Dnaja4,3,92,19
Dnajb1,12,588,16
Dnajb11,10,0,138
Dnajb12,0,0,0
Dnajb13,0,0,0
Dnajb14,62,199,35
Dnajb2,129,0,33
Dnajb3,0,350,1
Dnajb4,0,1110,35
Dnajb5,40,250,0
Dnajb6,812,1821,180
Dnajb7,0,0,0
Dnajb8,0,0,0
Dnajb9,187,628,0
Dnajc1,553,722,22
Dnajc10,12,76,80
Dnajc11,68,22,9
Dnajc12,0,0,0
Dnajc13,68,170,8
Dnajc14,2,0,0
Dnajc15,10,365,0
Dnajc16,1,1557,0
Dnajc17,0,0,1
Dnajc18,24,798,12
Dnajc19,1,236,1
Dnajc2,43,92,56
Dnajc21,101,308,220
Dnajc22,0,0,0
Dnajc24,0,102,4
Dnajc25,0,0,8
Dnajc27,42,600,316
Dnajc28,1,4,186
Dnajc3,4,292,0
Dnajc30,239,33,1
Dnajc4,0,34,0
Dnajc5,700,2275,199
Dnajc5b,0,0,0
Dnajc5g,0,0,0
Dnajc6,1155,821,0
Dnajc7,544,97,79
Dnajc8,172,2455,833
Dnajc9,25,25,0
Dnalc1,118,463,36
Dnalc4,0,7,0
Dnali1,6,0,0
Dnase1,3,0,0
Dnase1l1,0,0,0
Dnase1l2,0,0,0
Dnase1l3,3,1,6
Dnase2a,13,11,32
Dnase2b,0,0,0
Dnd1,0,2,0
Dner,198,731,6
Dnlz,1,109,218
Dnm1,949,2431,898
Dnm1l,445,503,267
Dnm2,37,1,0
Dnm3,297,493,456
Dnm3os,123,29,0
Dnmbp,171,0,0
Dnmt1,286,1,12
Dnmt3a,437,72,226
Dnmt3b,0,0,0
Dnmt3l,0,0,0
Dnpep,44,107,0
Dnph1,1,504,0
Dntt,0,0,0
Dnttip1,1,13,1
Dnttip2,122,308,0
Doc2a,0,0,0
Doc2b,53,5,0
Doc2g,0,0,0
Dock1,0,0,0
Dock10,56,323,124
Dock11,0,0,0
Dock2,0,0,0
Dock3,815,2377,32
Dock4,71,108,13
Dock5,0,0,0
Dock6,0,0,0
Dock7,5,0,37
Dock8,2,0,0
Dock9,117,66,79
Dohh,0,45,23
Dok1,0,0,0
Dok2,0,0,0
Dok3,108,0,0
Dok4,195,0,0
Dok5,88,27,28
Dok6,0,0,0
Dok7,0,0,0
Dolk,66,0,0
Dolpp1,1,212,1
Dom3z,188,0,0
Donson,3,0,18
Dopey1,17,0,0
Dopey2,251,17,0
Dos,99,68,19
Dot1l,285,0,0
Doxl2,0,0,0
Dpagt1,2,0,0
Dpcd,40,1,14
Dpcr1,10,5,21
Dpep1,0,0,0
Dpep2,0,0,0
Dpep3,0,0,0
Dpf1,124,215,211
Dpf2,16,90,535
Dpf3,1,19,0
Dph1,154,336,0
Dph2,122,0,0
Dph3,23,551,2
Dph5,157,2,5
Dpm1,115,140,123
Dpm2,168,3,0
Dpm3,2,94,0
Dpp10,10,22,26
Dpp3,7,281,0
Dpp4,0,0,0
Dpp6,172,145,15
Dpp7,135,0,79
Dpp8,24,4,26
Dpp9,13,393,31
Dppa1,0,0,0
Dppa2,0,0,0
Dppa3,0,0,0
Dppa4,0,0,0
Dppa5a,0,0,0
Dpt,0,0,0
Dpy19l1,222,1,0
Dpy19l2,1,0,0
Dpy19l3,16,756,0
Dpy19l4,14,0,9
Dpy30,13,377,48
Dpyd,2,5,0
Dpys,0,397,0
Dpysl2,652,2979,89
Dpysl3,29,5,33
Dpysl4,91,0,0
Dpysl5,8,0,0
Dqx1,24,29,21
Dr1,0,1,0
Dram1,0,0,0
Dram2,168,5,2
Drap1,16,171,1
Draxin,13,2,0
Drd1a,0,0,10
Drd2,0,0,0
Drd3,0,0,0
Drd4,0,0,0
Drd5,0,0,0
Drg1,556,1339,0
Drg2,14,624,0
Drosha,50,14,169
Drp2,37,5,14
Dsc1,0,0,0
Dsc2,127,0,0
Dsc3,0,0,0
Dscam,7,8,230
Dscaml1,126,112,0
Dscc1,0,0,0
Dscr3,0,0,0
Dse,0,1,7
Dsel,0,1580,0
Dsg1a,0,0,0
Dsg1b,0,0,0
Dsg1c,0,0,0
Dsg2,58,27,17
Dsg3,1,1,1
Dsg4,0,0,0
Dsn1,0,0,0
Dsp,34,61,36
Dspp,0,0,0
Dst,874,582,289
Dstn,143,1350,44
Dstyk,13,1536,50
Dtd1,190,227,0
Dtd2,1,17,0
Dtl,0,0,0
Dtna,1069,2795,225
Dtnb,54,99,0
Dtnbp1,7,80,0
Dtwd1,0,0,1
Dtwd2,3,12,5
Dtx1,23,17,0
Dtx2,0,79,0
Dtx3,86,284,124
Dtx3l,12,1,1
Dtx4,696,1,36
Dtymk,6,1484,0
Duox1,0,0,0
Duox2,0,0,0
Duoxa1,0,0,0
Duoxa2,0,0,51
Dupd1,0,0,0
Dus1l,3,154,1
Dus2l,0,0,0
Dus3l,524,0,56
Dus4l,0,0,0
Dusp1,0,778,0
Dusp10,1,1,3
Dusp11,239,0,0
Dusp12,0,0,0
Dusp13,0,0,0
Dusp14,17,159,9
Dusp15,0,0,0
Dusp16,0,0,0
Dusp18,33,280,33
Dusp19,105,0,0
Dusp2,0,0,0
Dusp21,0,0,0
Dusp22,7,109,167
Dusp23,0,0,0
Dusp26,24,0,250
Dusp27,0,0,0
Dusp28,0,132,0
Dusp3,358,760,102
Dusp4,27,0,0
Dusp5,1,0,0
Dusp6,3,9,6
Dusp7,17,75,0
Dusp8,21,67,99
Dusp9,0,0,0
Dut,0,455,0
Dux,0,0,55
Duxbl1,0,0,0
Duxbl2,0,0,0
Duxbl3,0,0,0
Dvl1,330,32,140
Dvl2,15,0,0
Dvl3,0,124,0
Dydc1,0,0,0
Dydc2,0,0,0
Dym,5,1174,0
Dynap,0,0,0
Dync1h1,608,1182,336
Dync1i1,60,596,36
Dync1i2,808,513,698
Dync1li1,318,135,105
Dync1li2,338,1715,151
Dync2h1,42,546,85
Dync2li1,125,16,0
Dynll1,558,3216,306
Dynll2,391,492,548
Dynlrb1,885,2767,272
Dynlrb2,0,0,0
Dynlt1a,0,0,0
Dynlt1b,0,0,0
Dynlt1c,0,0,0
Dynlt1f,0,0,0
Dynlt3,340,792,167
Dyrk1a,0,423,19
Dyrk1b,14,82,40
Dyrk2,0,127,0
Dyrk3,0,0,0
Dyrk4,0,0,0
Dysf,0,0,101
Dytn,0,0,0
Dyx1c1,0,0,0
Dzank1,242,1001,99
Dzip1,57,0,0
Dzip1l,33,1,0
Dzip3,159,446,11
E030002O03Rik,0,0,0
E030003E18Rik,0,0,0
E030011O05Rik,0,0,0
E030013I19Rik,1,0,7
E030018B13Rik,0,0,0
E030019B06Rik,0,0,0
E030019B13Rik,0,0,0
E030024N20Rik,63,253,6
E030025P04Rik,0,0,0
E030030I06Rik,83,94,0
E030044B06Rik,0,0,0
E130003G02Rik,0,0,0
E130006D01Rik,0,0,0
E130008D07Rik,50,24,24
