,GSM3690881_NS_G18_htseq,GSM3690883_NS_G20_htseq,GSM3690882_NS_G19_htseq,GSM3690884_NS_G21_htseq
Ip6k2,91,73,37,220
Ip6k3,0,0,0,0
Ipcef1,60,8,122,68
Ipmk,16,23,50,0
Ipo11,1121,89,73,32
Ipo13,593,275,7,4
Ipo4,69,230,135,766
Ipo5,297,148,60,333
Ipo7,20,1,152,193
Ipo8,157,328,65,9
Ipo9,1092,0,90,209
Ipp,0,0,463,400
Ippk,18,454,82,67
Ipw,745,851,0,2
Iqca,0,0,0,0
Iqcb1,447,161,16,303
Iqcc,0,0,36,0
Iqcd,0,0,0,0
Iqce,56,24,0,477
Iqcf1,0,0,0,0
Iqcf3,0,0,0,0
Iqcf4,0,0,0,0
Iqcf5,0,0,0,0
Iqcf6,0,0,0,0
Iqcg,219,0,52,2
Iqch,0,0,2,0
Iqcj,0,13,1,3
Iqck,0,0,0,0
Iqgap1,35,5,48,44
Iqgap2,9,148,65,1
Iqgap3,0,0,0,0
Iqsec1,798,175,159,228
Iqsec2,263,428,2,252
Iqsec3,96,40,18,4
Iqub,0,0,0,0
Irak1,410,236,196,94
Irak1bp1,237,149,2,463
Irak2,17,32,21,26
Irak3,0,0,0,0
Irak4,4,3,3,0
Ireb2,865,0,60,9
Irf1,2,1,10,5
Irf2,173,27,241,78
Irf2bp1,583,1,33,0
Irf2bp2,227,51,105,5
Irf2bpl,100,9,170,7
Irf3,58,68,9,0
Irf4,0,0,0,0
Irf5,0,0,14,0
Irf6,0,0,1,2
Irf7,0,192,0,0
Irf8,0,0,0,0
Irf9,10,0,3,0
Irg1,0,0,0,0
Irgc1,0,0,0,0
Irgm1,2,5,25,2
Irgm2,7,7,2,3
Irgq,382,111,40,61
Irs1,550,0,77,34
Irs2,241,1,35,230
Irs3,0,0,0,0
Irs4,3,0,0,0
Irx1,0,0,0,0
Irx2,0,0,18,0
Irx3,0,0,0,0
Irx4,0,0,0,0
Irx5,0,0,0,0
Irx6,0,0,0,0
Isca1,98,9,49,80
Isca2,749,0,316,0
Iscu,681,595,45,511
Isg15,2,2,5,0
Isg20,0,3,0,0
Isg20l2,3,8,5,120
Isl1,1,0,0,1
Isl2,0,0,0,0
Islr,46,0,2,0
Islr2,13,39,11,4
Ism1,0,0,1,0
Isoc1,183,115,0,210
Isoc2a,0,0,25,5
Isoc2b,0,0,0,0
Ispd,0,108,42,0
Ist1,987,133,503,704
Isx,0,0,0,0
Isy1,271,7,1,251
Isyna1,330,0,0,0
Itch,419,2,879,1
Itfg1,265,4,324,85
Itfg2,95,1,0,28
Itfg3,16,0,34,70
Itga1,1,0,0,0
Itga10,0,0,0,0
Itga11,3,4,13,5
Itga2,0,33,0,0
Itga2b,188,35,0,0
Itga3,41,0,3,0
Itga4,79,213,120,34
Itga5,0,0,0,0
Itga6,2,0,9,0
Itga7,76,0,0,0
Itga8,0,0,51,0
Itga9,0,0,3,28
Itgad,0,0,0,0
Itgae,0,4,59,0
Itgal,0,0,0,0
Itgam,4,786,18,613
Itgav,136,132,123,216
Itgax,0,0,0,2
Itgb1,64,1,26,4
Itgb1bp1,177,0,23,4
Itgb1bp2,0,9,0,0
Itgb2,0,0,0,0
Itgb2l,0,0,0,0
Itgb3,4,1,5,0
Itgb3bp,3,1,0,10
Itgb4,22,0,0,0
Itgb5,0,22,0,0
Itgb6,17,43,50,103
Itgb7,0,0,0,0
Itgb8,2,0,44,0
Itgbl1,0,0,13,0
Itih1,0,0,0,0
Itih2,0,0,20,0
Itih3,29,13,11,0
Itih4,0,0,0,0
Itih5,27,9,12,16
Itk,0,0,0,0
Itln1,0,0,0,0
Itm2a,121,0,123,2
Itm2b,835,1843,651,1948
Itm2c,1979,1123,750,1435
Itpa,296,1067,8,566
Itpk1,54,0,0,3
Itpka,108,396,173,45
Itpkb,0,0,0,0
Itpkc,0,0,0,14
Itpr1,170,29,447,42
Itpr2,24,0,45,0
Itpr3,0,0,0,0
Itprip,0,0,0,0
Itpripl1,14,29,32,618
Itpripl2,0,0,0,0
Itsn1,206,131,470,97
Itsn2,1029,143,64,44
Ivd,432,13,37,417
Ivl,1,0,0,0
Ivns1abp,1,50,834,0
Iws1,374,182,236,411
Iyd,0,0,1,371
Izumo1,0,0,0,0
Izumo2,0,0,0,0
Izumo3,0,0,0,0
Izumo4,0,0,0,0
Jag1,0,259,0,0
Jag2,59,0,0,0
Jagn1,152,85,123,0
Jak1,602,488,289,1448
Jak2,0,0,0,3
Jak3,0,0,0,0
Jakmip1,418,87,63,23
Jakmip2,117,39,6,1
Jakmip3,1,32,0,10
Jam2,0,276,4,0
Jam3,0,63,92,0
Jarid2,15,1,370,1
Jazf1,285,34,29,17
Jdp2,1,3,60,65
Jhdm1d,326,876,483,290
Jkamp,380,30,282,16
Jmjd1c,586,127,43,131
Jmjd4,4,579,765,469
Jmjd6,0,55,31,0
Jmjd7,0,0,0,0
Jmjd8,144,3,29,0
Jmy,18,31,41,22
Josd1,26,32,47,0
Josd2,147,139,0,17
Jph1,1,271,322,205
Jph2,0,0,0,0
Jph3,19,512,58,487
Jph4,238,159,556,89
Jpx,88,110,314,93
Jrk,0,0,0,3
Jrkl,2,2,0,45
Jsrp1,0,0,0,0
Jtb,919,0,18,0
Jun,938,609,235,535
Junb,241,297,8,338
Jund,42,90,93,178
Jup,6,4,5,5
Kalrn,1084,1123,853,1012
Kank1,0,0,0,2
Kank2,15,12,21,34
Kank3,0,0,0,0
Kank4,0,0,0,0
Kansl1,555,90,129,39
Kansl1l,3,0,5,0
Kansl2,263,5,0,0
Kansl3,5,5,37,3
Kap,0,0,0,0
Kars,238,0,2,52
Kat2a,1,2,1,0
Kat2b,0,0,42,116
Kat5,30,6,3,139
Kat6a,24,392,2,4
Kat6b,66,0,26,81
Kat7,102,26,183,159
Kat8,0,116,0,0
Katna1,168,0,86,0
Katnal1,117,102,103,98
Katnal2,78,0,0,0
Katnb1,655,0,46,871
Katnbl1,16,0,34,48
Kazald1,0,0,0,0
Kazn,0,0,3,24
Kbtbd11,264,872,418,622
Kbtbd12,0,0,0,0
Kbtbd13,0,414,0,0
Kbtbd2,1140,170,362,12
Kbtbd3,52,38,6,1
Kbtbd4,0,0,33,0
Kbtbd7,3,1,110,2
Kbtbd8,0,0,0,0
Kcmf1,8,83,189,543
Kcna1,3385,1374,908,1695
Kcna10,0,0,0,0
Kcna2,1211,71,642,302
Kcna3,0,0,0,0
Kcna4,688,13,170,2
Kcna5,291,0,6,0
Kcna6,303,47,43,0
Kcna7,0,0,0,0
Kcnab1,313,0,32,0
Kcnab2,740,663,200,22
Kcnab3,488,0,0,246
Kcnb1,1541,340,803,607
Kcnb2,1,0,20,16
Kcnc1,259,139,1115,77
Kcnc2,102,86,365,45
Kcnc3,167,232,253,62
Kcnc4,431,590,33,197
Kcnd1,0,0,0,0
Kcnd2,1772,2165,481,999
Kcnd3,866,8,13,158
Kcne1,0,0,0,0
Kcne1l,0,0,0,0
Kcne2,0,0,0,0
Kcne3,0,0,0,0
Kcne4,0,0,0,0
Kcnf1,21,0,90,0
Kcng1,1,130,0,1
Kcng2,4,44,2,18
Kcng3,0,0,0,0
Kcng4,0,1,0,113
Kcnh1,491,80,56,169
Kcnh2,0,3,18,277
Kcnh3,22,33,5,24
Kcnh4,0,33,0,0
Kcnh5,10,0,16,12
Kcnh6,25,0,144,0
Kcnh7,15,0,0,5
Kcnh8,0,0,0,0
Kcnip1,0,0,10,19
Kcnip2,277,630,118,11
Kcnip3,822,52,41,200
Kcnip4,146,16,42,903
Kcnj1,0,0,0,0
Kcnj10,130,17,290,192
Kcnj11,12,9,62,0
Kcnj12,17,10,170,8
Kcnj13,0,0,0,0
Kcnj14,0,0,0,0
Kcnj15,13,18,25,26
Kcnj16,19,10,178,11
Kcnj2,780,1,425,14
Kcnj3,0,3,0,0
Kcnj4,0,0,4,156
Kcnj5,0,0,0,0
Kcnj6,95,75,12,15
Kcnj8,0,0,83,0
Kcnj9,529,959,69,6
Kcnk1,1579,679,595,502
Kcnk10,0,0,0,0
Kcnk12,23,4,0,0
Kcnk13,0,0,0,0
Kcnk15,0,0,0,0
Kcnk16,0,0,0,0
Kcnk18,0,0,0,0
Kcnk2,35,114,30,249
Kcnk3,84,1,11,35
Kcnk4,0,0,0,0
Kcnk5,0,0,0,0
Kcnk6,20,39,44,746
Kcnk7,0,0,0,0
Kcnk9,0,0,0,0
Kcnma1,921,358,599,145
Kcnmb1,434,10,11,19
Kcnmb2,94,0,0,0
Kcnmb3,0,0,0,0
Kcnmb4,0,81,0,91
Kcnn1,109,84,118,82
Kcnn2,83,0,0,0
Kcnn3,0,0,116,6
Kcnn4,0,0,0,0
Kcnq1,0,0,0,0
Kcnq1ot1,9108,9251,5044,3387
Kcnq2,646,572,505,201
Kcnq3,0,3,1,0
Kcnq4,0,0,0,0
Kcnq5,35,62,56,0
Kcnrg,0,0,0,0
Kcns1,0,1,0,0
Kcns2,538,1,105,0
Kcns3,0,0,628,93
Kcnt1,0,87,17,0
Kcnt2,286,16,2,23
Kcnu1,16,0,204,0
Kcnv1,706,3,7,0
Kcnv2,0,0,0,0
Kcp,0,0,0,0
Kctd1,17,164,12,13
Kctd10,0,0,0,0
Kctd11,0,0,0,0
Kctd12,1244,300,277,222
Kctd12b,9,18,28,36
Kctd13,62,4,20,549
Kctd14,253,199,279,121
Kctd15,4,0,15,0
Kctd16,85,4,474,0
Kctd17,316,594,52,24
Kctd18,0,424,18,183
Kctd19,0,0,0,0
Kctd2,128,0,39,15
Kctd20,58,4,0,287
Kctd21,1,0,0,0
Kctd3,56,127,23,4
Kctd4,524,370,186,335
Kctd5,0,0,0,0
Kctd6,203,29,7,0
Kctd7,524,0,0,7
Kctd8,16,0,0,20
Kctd9,197,0,271,0
Kdelc1,0,26,0,0
Kdelc2,71,104,83,318
Kdelr1,249,357,8,55
Kdelr2,240,79,1,1
Kdelr3,39,0,0,0
Kdm1a,308,124,269,58
Kdm1b,79,242,0,0
Kdm2a,1204,49,118,57
Kdm2b,185,0,22,0
Kdm3a,0,79,4,0
Kdm3b,121,0,39,0
Kdm4a,55,0,36,33
Kdm4b,0,55,0,1
Kdm4c,1,54,56,23
Kdm4d,0,0,0,0
Kdm5a,396,20,129,585
Kdm5b,322,184,23,1121
Kdm5c,409,364,55,16
Kdm5d,45,0,0,6
Kdm6a,66,0,1,2
Kdm6b,1,45,28,116
Kdm8,57,0,0,0
Kdr,0,0,3,1
Kdsr,108,56,63,422
Keap1,7,75,196,0
Keg1,0,0,0,0
Kel,0,0,0,0
Kera,0,0,0,0
Khdc1a,0,0,0,0
Khdc1b,0,0,0,0
Khdc1c,0,0,0,0
Khdc3,0,0,0,0
Khdrbs1,89,42,111,9
Khdrbs2,0,3,0,4
Khdrbs3,105,239,283,30
Khk,0,15,263,0
Khnyn,0,0,58,0
Khsrp,26,289,15,331
Kidins220,544,666,1046,272
Kif11,40,26,45,21
Kif12,0,0,0,0
Kif13a,0,0,6,0
Kif13b,2,0,4,1
Kif14,0,0,0,0
Kif15,23,31,24,23
Kif16b,0,0,0,11
Kif17,355,0,0,0
Kif18a,0,7,0,0
Kif18b,0,0,0,0
Kif19a,0,0,0,0
Kif1a,2348,2904,2294,861
Kif1b,2984,1490,2717,1900
Kif1c,401,4,27,457
Kif20a,105,0,0,0
Kif20b,0,0,0,0
Kif21a,1263,607,364,495
Kif21b,37,0,17,153
Kif22,0,0,0,0
Kif23,0,0,0,0
Kif24,28,126,58,21
Kif26a,0,0,0,0
Kif26b,28,384,0,2
Kif27,0,0,0,0
Kif2a,37,412,39,421
Kif2b,0,0,0,0
Kif2c,0,0,0,0
Kif3a,1788,1313,742,876
Kif3b,543,958,28,40
Kif3c,0,0,95,0
Kif4,0,0,0,0
Kif4-ps,0,0,0,0
Kif5a,988,2167,187,624
Kif5b,3329,2366,1148,2119
Kif5c,1643,1389,619,76
Kif6,0,0,0,1
Kif7,0,0,0,0
Kif9,428,0,0,10
Kifap3,981,321,485,198
Kifc1,0,0,0,0
Kifc2,155,437,50,2
Kifc3,0,212,4,0
Kifc5b,0,0,4,0
Kin,226,11,2,629
Kir3dl1,0,1,0,0
Kir3dl2,0,0,0,0
Kirrel,0,0,0,0
Kirrel2,0,0,88,0
Kirrel3,400,1372,0,428
Kis2,0,0,0,0
Kiss1,0,0,0,0
Kiss1r,0,0,0,0
Kit,13,0,0,83
Kitl,194,0,139,598
Kl,33,22,35,5
Klb,0,0,0,0
Klc1,3873,1632,528,712
Klc2,10,2,5,21
Klc3,0,0,0,0
Klc4,0,105,1,0
Klf1,0,0,0,0
Klf10,0,0,10,264
Klf11,0,9,0,0
Klf12,121,9,56,1
Klf13,938,285,148,357
Klf14,0,0,0,0
Klf15,0,0,9,0
Klf16,11,322,38,1
Klf17,0,0,0,0
Klf2,0,0,0,0
Klf3,43,0,41,0
Klf4,2,0,6,0
Klf5,0,0,0,0
Klf6,23,42,37,67
Klf7,0,0,0,1
Klf8,62,0,32,0
Klf9,884,446,384,286
Klhdc1,0,0,0,0
Klhdc10,59,0,95,225
Klhdc2,87,647,77,4
Klhdc3,178,1511,60,155
Klhdc4,4,0,132,14
Klhdc5,1023,2,260,8
Klhdc7a,0,0,0,10
Klhdc7b,0,0,0,0
Klhdc8a,2,0,0,0
Klhdc8b,382,4,0,0
Klhdc9,0,223,4,0
Klhl1,63,0,2,8
Klhl10,3,0,0,1
Klhl11,0,60,0,0
Klhl12,16,0,123,0
Klhl13,111,0,0,0
Klhl14,0,0,0,0
Klhl15,21,0,9,0
Klhl17,315,226,0,1
Klhl18,111,28,16,1
Klhl2,946,2947,83,918
Klhl20,312,1,1,6
Klhl21,279,65,32,2
Klhl22,388,526,14,764
Klhl23,4,331,8,592
Klhl24,380,173,274,24
Klhl25,0,0,0,1
Klhl26,70,45,30,9
Klhl28,1,0,29,0
Klhl29,272,0,40,109
Klhl3,171,0,0,0
Klhl30,0,0,0,0
Klhl31,0,0,0,0
Klhl32,0,0,390,0
Klhl33,0,0,0,0
Klhl34,4,0,142,0
Klhl35,0,0,0,0
Klhl36,268,0,0,0
Klhl38,0,0,0,0
Klhl4,10,0,0,9
Klhl40,0,33,0,0
Klhl41,61,63,53,44
Klhl5,30,0,72,0
Klhl6,0,0,0,0
Klhl7,509,146,364,1575
Klhl8,12,0,22,0
Klhl9,33,227,110,160
Klk1,0,0,0,0
Klk10,0,0,0,0
Klk11,0,0,0,0
Klk12,0,0,0,0
Klk13,0,0,0,0
Klk14,0,2,0,3
Klk15,0,0,0,0
Klk1b1,0,0,0,0
Klk1b11,0,0,0,0
Klk1b16,99,0,0,0
Klk1b21,0,0,0,0
Klk1b22,0,0,0,0
Klk1b24,0,0,0,0
Klk1b26,0,0,0,0
Klk1b27,0,0,0,0
Klk1b3,0,0,0,0
Klk1b4,0,0,0,0
Klk1b5,0,0,0,0
Klk1b7-ps,0,0,0,0
Klk1b8,0,0,0,0
Klk1b9,0,0,0,0
Klk4,0,0,0,0
Klk5,0,0,0,0
Klk6,0,0,0,0
Klk7,0,0,0,0
Klk8,0,0,0,502
Klk9,0,0,0,0
Klkb1,0,0,3,0
Klra1,0,0,0,0
Klra10,0,0,0,0
Klra12,0,0,0,0
Klra13-ps,0,0,0,0
Klra14,0,0,0,0
Klra15,0,0,0,0
Klra17,0,0,0,0
Klra18,0,0,0,0
Klra19,0,0,0,0
Klra2,1,1,1,1
Klra21,0,0,0,0
Klra22,0,0,0,0
Klra23,0,0,0,0
Klra3,0,0,0,0
Klra33,0,0,0,0
Klra4,0,0,0,0
Klra5,0,0,0,0
Klra6,0,0,0,0
Klra7,0,0,0,0
Klra8,0,0,0,0
Klra9,0,0,0,0
Klrb1,0,0,0,0
Klrb1-ps1,0,0,0,0
Klrb1a,0,0,0,0
Klrb1b,0,0,0,0
Klrb1c,0,0,0,0
Klrb1f,3,0,0,2
Klrc1,0,0,0,0
Klrc2,0,0,0,0
Klrc3,0,0,0,0
Klrd1,0,0,0,0
Klre1,0,3,0,0
Klrg1,0,0,0,0
Klrg2,0,0,0,0
Klri1,0,0,0,0
Klri2,4,1,0,0
Klrk1,0,0,0,0
Kmo,0,0,0,0
Kncn,0,0,0,0
Kndc1,310,456,53,126
Kng1,0,0,0,0
Kng2,0,0,0,0
Knstrn,0,0,0,0
Kntc1,0,0,0,0
Kpna1,35,683,173,180
Kpna2,53,299,2,90
Kpna3,25,212,117,102
Kpna4,840,1,114,448
Kpna6,305,0,55,0
Kpna7,0,0,0,0
Kpnb1,212,806,169,159
Kprp,0,0,0,0
Kptn,0,356,46,0
Kras,50,129,106,789
Krba1,36,2,4,38
Krcc1,1,0,131,25
Kremen1,0,126,0,0
Kremen2,107,71,48,48
Kri1,2,38,0,0
Krit1,14,451,218,2
Krr1,587,190,100,367
Krt1,67,0,0,0
Krt10,3,91,4,0
Krt12,2,0,3,0
Krt13,0,0,0,0
Krt14,0,0,0,0
Krt15,0,0,0,0
Krt16,0,0,0,0
Krt17,0,0,0,0
Krt18,0,0,0,5
Krt19,0,0,0,0
Krt2,1122,0,0,0
Krt20,3,0,2,0
Krt222,30,1,8,95
Krt23,0,0,0,0
Krt24,0,0,0,0
Krt25,0,0,0,0
Krt26,0,0,0,0
Krt27,0,0,0,0
Krt28,0,0,0,0
Krt31,0,0,0,0
Krt32,0,0,0,0
Krt33a,0,0,0,0
Krt33b,0,0,0,0
Krt34,0,0,0,0
Krt35,0,0,0,0
Krt36,0,0,0,0
Krt39,0,0,0,0
Krt4,0,0,0,0
Krt40,0,0,0,0
Krt42,0,0,0,0
Krt5,0,0,0,0
Krt6a,0,0,0,0
Krt6b,0,0,0,0
Krt7,0,0,0,0
Krt71,0,0,0,0
Krt72,0,0,0,0
Krt73,0,0,0,0
Krt74,0,0,0,0
Krt75,0,0,0,0
Krt76,0,0,0,0
Krt77,0,0,0,0
Krt78,0,0,0,0
Krt79,0,0,0,0
Krt8,0,0,0,0
Krt80,0,0,0,0
Krt81,0,0,0,0
Krt82,0,0,0,0
Krt83,0,0,0,0
Krt84,0,0,0,0
Krt85,0,0,0,0
Krt86,0,0,0,0
Krt9,2,7,0,0
Krtap1-3,0,0,0,0
Krtap1-4,0,0,0,0
Krtap1-5,0,0,0,0
Krtap10-10,0,0,0,0
Krtap10-4,0,0,0,0
Krtap11-1,0,0,0,0
Krtap12-1,0,0,0,0
Krtap13,0,0,0,0
Krtap13-1,0,0,0,0
Krtap14,0,0,0,0
Krtap15,0,0,0,0
Krtap16-1,0,0,0,0
Krtap16-3,0,0,0,0
Krtap17-1,120,0,0,0
Krtap19-1,0,0,0,0
Krtap19-3,0,0,0,0
Krtap19-4,0,0,0,0
Krtap19-5,0,0,0,0
Krtap19-9b,0,0,0,0
Krtap2-4,0,0,0,0
Krtap20-2,0,0,0,0
Krtap21-1,0,0,0,0
Krtap22-2,0,0,0,0
Krtap24-1,0,0,0,0
Krtap26-1,0,0,0,0
Krtap27-1,0,0,0,0
Krtap3-1,0,0,0,0
Krtap3-2,0,0,0,0
Krtap3-3,0,0,0,0
Krtap31-1,0,0,0,0
Krtap31-2,0,0,0,0
Krtap4-1,0,0,0,0
Krtap4-13,0,0,0,0
Krtap4-16,0,0,0,0
Krtap4-2,0,0,0,0
Krtap4-6,0,0,0,0
Krtap4-7,0,0,0,0
Krtap4-8,0,0,0,0
Krtap4-9,0,0,0,0
Krtap5-1,0,0,0,0
Krtap5-2,0,0,0,0
Krtap5-3,0,0,0,0
Krtap5-4,0,0,0,0
Krtap5-5,0,0,0,0
Krtap6-1,0,0,0,0
Krtap6-2,0,0,0,0
Krtap6-5,0,0,0,0
Krtap7-1,0,0,0,0
Krtap8-1,0,0,0,0
Krtap9-1,0,0,0,0
Krtap9-3,0,0,0,0
Krtap9-5,0,0,0,0
Krtcap2,42,0,0,214
Krtcap3,0,0,0,0
Krtdap,0,0,0,0
Ksr1,5,1,0,3
Ksr2,2,181,6,5
Kti12,196,0,28,0
Ktn1,184,1162,175,87
Kxd1,645,0,11,0
Ky,0,0,0,0
Kynu,16,15,9,15
L1cam,180,8,85,3
L1td1,0,0,0,0
L2hgdh,0,5,0,1
L3hypdh,0,0,40,0
L3mbtl1,0,0,0,0
L3mbtl2,0,523,68,14
L3mbtl3,551,59,0,33
L3mbtl4,16,0,3,0
LOC100038947,0,0,0,0
LOC100040786,0,0,0,0
LOC100043315,0,0,0,0
LOC100048884,0,0,0,0
LOC100502924,0,0,0,0
LOC100503280,0,0,0,0
LOC100503496,0,0,0,0
LOC100504608,0,0,0,0
LOC100504703,0,0,0,2
LOC100861615,0,0,4,0
LOC100861978,0,0,0,0
LOC106740,146,430,22,0
LOC171588,0,0,0,0
LOC666331,0,0,0,0
Lacc1,0,0,0,0
Lace1,0,1,8,0
Lactb,0,8,66,0
Lactb2,7,2,0,0
Lactbl1,0,0,0,0
Lad1,0,0,0,0
Lag3,22,124,34,55
Lage3,0,270,0,0
Lair1,0,1,3,0
Lalba,0,0,0,0
Lama1,0,0,0,0
Lama2,0,0,0,1
Lama3,0,0,0,0
Lama4,12,1,0,0
Lama5,0,0,4,0
Lamb1,0,0,1,0
Lamb2,5,0,0,0
Lamb3,0,0,0,0
Lamc1,134,0,0,0
Lamc2,0,0,287,0
Lamc3,16,0,32,0
Lamp1,55,747,853,1083
Lamp2,120,0,68,91
Lamp3,0,0,0,1
Lamp5,6,3,308,23
Lamtor1,2,539,86,710
Lamtor2,85,87,17,817
Lamtor3,496,29,265,1
Lamtor4,20,206,29,19
Lamtor5,641,19,97,587
Lancl1,132,537,23,221
Lancl2,177,2,3,74
Lancl3,1,0,6,0
Lao1,0,0,0,0
Lap3,9,393,232,241
Laptm4a,316,0,422,270
Laptm4b,66,81,54,20
Laptm5,0,618,186,0
Large,748,77,298,831
Larp1,111,36,130,77
Larp1b,28,0,0,68
Larp4,73,227,61,52
Larp4b,78,90,96,78
Larp6,0,3,5,0
Larp7,551,52,37,73
Lars,660,115,267,519
Lars2,197805,361031,594867,1004818
Las1l,104,406,110,3
Lasp1,697,0,404,2
Lat,0,0,0,0
Lat2,0,0,0,0
Lats1,574,11,35,240
Lats2,197,0,213,0
Lax1,0,0,0,0
Layn,0,0,0,0
Lbh,294,0,6,25
Lbp,4,2,0,0
Lbr,0,0,0,5
Lbx1,0,0,0,0
Lbx2,0,0,0,0
Lca5,40,16,374,1
Lca5l,3,0,5,180
Lcat,0,0,0,0
Lce1a1,0,0,0,0
Lce1a2,0,0,0,0
Lce1b,0,0,0,0
Lce1c,0,0,0,0
Lce1d,0,0,0,0
Lce1e,0,0,0,0
Lce1f,0,0,0,0
Lce1g,0,0,0,0
Lce1h,0,0,0,0
Lce1i,0,0,0,0
Lce1k,0,0,0,0
Lce1l,0,0,0,0
Lce1m,0,0,0,0
Lce3a,0,0,0,0
Lce3b,0,0,0,0
Lce3c,0,0,0,0
Lce3d,0,0,0,0
Lce3e,0,0,0,0
Lce3f,0,0,0,0
Lce6a,0,0,0,0
Lck,0,0,0,0
Lclat1,0,0,0,2
Lcmt1,457,469,234,68
Lcmt2,761,247,789,101
Lcn10,0,0,0,0
Lcn11,0,0,0,0
Lcn12,0,0,0,0
Lcn2,0,0,0,0
Lcn3,0,0,0,0
Lcn4,0,0,0,0
Lcn5,0,0,0,0
Lcn6,0,0,0,0
Lcn8,0,0,0,0
Lcn9,0,0,0,0
Lcor,28,0,38,0
Lcorl,0,58,86,0
Lcp1,0,0,1,0
Lcp2,0,0,0,0
Lct,34,52,27,24
Lctl,0,0,0,0
Ldb1,16,0,0,298
Ldb2,305,0,33,0
Ldb3,5,12,0,0
Ldha,1401,5,280,74
Ldhal6b,0,0,0,0
Ldhb,1784,262,238,2484
Ldhc,0,0,0,0
Ldhd,33,0,0,0
Ldlr,17,1,119,2
Ldlrad1,0,0,0,0
Ldlrad2,35,9,39,16
Ldlrad3,0,0,4,1
Ldlrad4,0,16,0,0
Ldlrap1,0,0,0,0
Ldoc1,0,0,0,0
Ldoc1l,59,92,6,1
Leap2,0,0,0,0
Lect1,0,0,0,0
Lect2,0,0,0,0
Lef1,31,0,235,19
Lefty1,0,0,0,8
Lefty2,0,2,0,0
Lekr1,0,1,5,0
Lelp1,0,0,0,0
Lemd1,0,0,0,0
Lemd2,274,393,7,0
Lemd3,0,769,164,8
Lenep,0,11,0,92
Leng1,141,19,41,0
Leng8,1146,465,825,10
Leng9,0,0,0,0
Leo1,105,0,0,0
Lep,0,16,0,0
Lepr,118,119,90,8
Lepre1,52,298,137,0
Leprel1,0,0,0,0
Leprel2,29,27,30,7
Leprel4,0,1,6,0
Leprot,15,25,5,1022
Leprotl1,168,154,44,7
Letm1,569,0,39,237
Letm2,1,44,101,0
Letmd1,1077,14,627,0
Lfng,0,0,0,3
Lgals1,133,0,107,34
Lgals12,7,10,9,2
Lgals2,0,0,0,0
Lgals3,0,0,0,0
Lgals3bp,1,0,25,0
Lgals4,0,0,0,0
Lgals6,0,0,0,0
Lgals7,0,0,0,0
Lgals8,2,0,1,11
Lgals9,0,0,0,0
Lgalsl,612,191,25,45
Lgi1,433,113,1028,110
Lgi2,7,3,19,8
Lgi3,70,30,62,3
Lgi4,0,430,0,0
Lgmn,487,669,211,109
Lgr4,151,1,4,0
Lgr5,17,22,31,15
Lgr6,0,0,0,0
Lgsn,0,0,0,0
Lhb,0,0,0,0
Lhcgr,0,1,0,0
Lhfp,99,0,49,1
Lhfpl1,0,0,0,0
Lhfpl2,66,0,168,42
Lhfpl3,18,31,43,36
Lhfpl4,151,485,404,109
Lhfpl5,0,0,0,0
Lhpp,0,0,0,0
Lhx1,3,0,0,0
Lhx2,64,215,27,151
Lhx3,0,0,0,0
Lhx4,0,0,0,0
Lhx5,4,0,39,2
Lhx6,21,3,120,1
Lhx8,0,0,0,0
Lhx9,6,3,40,5
Lias,123,205,82,856
Lif,0,0,0,0
Lifr,537,44,74,11
Lig1,27,1,80,0
Lig3,61,1,0,5
Lig4,12,0,42,0
Lilra5,0,0,0,0
Lilra6,0,0,0,0
Lilrb3,0,0,0,0
Lilrb4,0,0,0,0
Lim2,0,0,0,0
Lima1,20,0,5,9
Limch1,232,65,82,1909
Limd1,325,0,1,0
Limd2,292,651,115,8
Lime1,1123,4,6,0
Limk1,46,0,53,1
Limk2,2,3,40,0
Lims1,0,0,21,3
Lims2,78,0,16,0
Lin28a,0,0,1,0
Lin28b,1,0,0,0
Lin37,132,0,1,0
Lin52,10,0,25,3
Lin54,25,0,0,7
Lin7a,56,49,113,143
Lin7b,57,0,0,0
Lin7c,1146,1285,733,694
Lin9,0,0,0,0
Lingo1,1196,134,238,459
Lingo2,574,596,66,103
Lingo3,434,7,0,7
Lingo4,17,0,0,0
Lins,1,1,10,0
Lipa,9,0,5,3
Lipc,0,0,0,0
Lipe,0,0,0,0
Lipf,0,0,0,0
Lipg,0,0,0,0
Liph,6,0,0,0
Lipi,17,59,24,31
Lipk,0,0,0,0
Lipm,0,0,0,0
Lipn,0,0,0,0
Lipo1,39,13,0,0
Lipt1,0,0,0,0
Lipt2,19,0,0,0
Litaf,1,0,154,4
Lix1,725,308,123,433
Lix1l,0,11,6,0
Llgl1,0,790,4,0
Llgl2,0,0,0,0
Llph,996,768,329,156
Lman1,748,248,101,54
Lman1l,0,0,0,0
Lman2,256,6,482,0
Lman2l,236,2,40,0
Lmbr1,18,402,0,409
Lmbr1l,0,0,105,0
Lmbrd1,458,169,104,857
Lmbrd2,33,2,19,6
Lmcd1,1,0,0,0
Lmf1,0,9,0,0
Lmf2,0,0,12,0
Lmln,28,17,24,23
Lmna,86,658,0,44
Lmnb1,0,0,0,0
Lmnb2,0,0,0,0
Lmo1,2,0,2,1053
Lmo2,0,1,7,0
Lmo3,103,169,42,550
Lmo4,837,477,1045,603
